,id,study,subgroup,title,abstract,year,doi,url,title_abstract_screening
246,186,Hoher 1997,bptb,Local and intra-articular infiltration of bupivacaine before surgery: Effect on postoperative pain after anterior cruciate ligament reconstruction,"In a double-blind, randomized trial, 40 patients undergoing open anterior cruciate ligament (ACL) reconstruction using a bone-patellar tendon-bone autograft were randomly allocated to two groups: group A (n = 20) received an intra-articular instillation of 20 mt bupivacaine (0.25%) and a local infiltration of 20 mt bupivacaine (0.5%) 15 minutes before surgery. Group B (n = 20) received an injection of saline solution in the same manner. Patient-controlled on-demand analgesia (PCA) with intravenous piritramid was used for postoperative pain control. A significant decrease in pain scores on a visual analog scale (VAS scale, 0 to 10) was found in the bupivacaine group (group A) at bedrest on the day of surgery only (pain score, 5.5 v 7.3 (scale, 0 to 10), P < .05). At all other times, no significant differences were found. The overall supplemental opioid requirements were not different between the study groups (63.9 v 62.6 mg piritramid/72 hours). A long-lasting, clinically relevant, pain-reducing effect with infiltration of bupivacaine before surgery could not be shown with this study.",1997,10.1016/S0749-8063(97)90156-0,https://doi.org/10.1016/S0749-8063(97)90156-0,yes
300,1,Rao 2025,bptb,Postoperative Pain and Opioid Usage With Combined Adductor Canal and IPACK Block Versus Isolated Adductor Canal Block After Anterior Cruciate Ligament Reconstruction With a Bone-Patellar Tendon-Bone Autograft: A Single-Center Randomized Controlled Trial.,"BACKGROUND: Efforts to decrease pain, improve early rehabilitation, and reduce opioid consumption have prompted a focus on peripheral nerve blocks for pain management after anterior cruciate ligament reconstruction (ACLR). The commonly used adductor canal block (ACB) might not provide sufficient postoperative pain control because of its lack of coverage of the posterior aspect of the knee. The addition of the IPACK (interspace between the popliteal artery and the capsule of the posterior knee) block, which targets this area, to the standard ACB could potentially provide better pain control after ACLR over the current standard of care. PURPOSE/HYPOTHESIS: The purpose of this study was to compare and analyze postoperative pain, satisfaction, and opioid demand between the standard ACB and a combination of an ACB and IPACK block in patients undergoing ACLR with a bone-patellar tendon-bone (BTB) autograft. It was hypothesized was that the addition of the IPACK block would substantially improve early postoperative pain control and minimize opioid use. STUDY DESIGN: Randomized controlled trial; Level of evidence, 2. METHODS: A total of 102 patients undergoing ACLR with a BTB autograft at a single institution were recruited. Patients were randomly assigned to receive either the ACB alone or the ACB plus IPACK block. Patients were contacted at 24 hours (postoperative day [POD] 1), 48 hours (POD 2), 72 hours (POD 3), and 1 week to assess postoperative pain scores, opioid consumption, and satisfaction with their postoperative pain control. Intergroup comparative analysis was performed using a t test or nonparametric test for continuous variables and the chi-square test for categorical variables. Opioid usage was reported as morphine milligram equivalents (MME). RESULTS: The final analysis included 96 patients, with 47 in the control group (ACB) who received only the ACB and 49 in the experimental group (IPACK) who received the ACB and an additional IPACK block. The cohort was composed of 60.4% male patients with a mean age of 28.40 +/- 7.51 years (range, 18-55 years) and a mean body mass index of 25.67 +/- 4.84 kg/m(2). There were no statistically significant differences between the groups with respect to age, body mass index, or sex (P > .05). Patients in the IPACK group reported significantly lower opioid usage than those in the ACB group on POD 1 (mean, 6.1 [interquartile range (IQR), 4.5-7.7] vs 10.7 [IQR, 8.6-13.0] MME, respectively; P < .001), POD 2 (mean, 7.3 [IQR, 5.2-9.5] vs 12.5 [IQR, 10.0-15.0] MME, respectively; P = .001), and POD 3 (mean, 4.2 [IQR, 2.8-5.5] vs 9.4 [IQR, 7.1-12.0] MME, respectively; P < .001). The visual analog scale for pain score on POD 1 (mean, 67.7 [IQR, 62.0-73.0] vs 55.2 [IQR, 48.0-63.0], respectively; P = .024) and POD 3 (mean, 54.9 [IQR, 48.0-63.0] vs 44.4 [IQR, 37.0-51.0], respectively; P = .037) was statistically higher in the ACB group compared with the IPACK group. On POD 1, patient satisfaction was higher in the IPACK group than in the ACB group (mean, 7.3 [IQR, 6.6-8.0] vs 5.6 [IQR, 4.8-6.4], respectively; P = .001). No statistically significant differences were observed between groups on POD 7. On regression analysis, IPACK block (beta = -13.0; P = .03) and male sex (beta = -9.9; P = .024) were significant negative predictors for opioid use on POD 1. The association of reduced opioid use in the IPACK group persisted on POD 2 (beta = -12.0; P = .019) and POD 3 (beta = -15.0; P < .001). CONCLUSION: The results of this study suggest that the addition of an IPACK block to an ACB leads to reduced opioid consumption, improved pain control, and higher satisfaction with pain control acutely after ACLR with a BTB autograft. REGISTRATION: NCT05286307 (ClinicalTrials.gov).",2025,10.1177/03635465251328609,https://doi.org/10.1177/03635465251328609,yes
301,3,Martin 2024,bptb,External validation of the Norwegian anterior cruciate ligament reconstruction revision prediction model using patients from the STABILITY 1 Trial.,"PURPOSE: A machine learning-based anterior cruciate ligament (ACL) revision prediction model has been developed using Norwegian Knee Ligament Register (NKLR) data, but lacks external validation outside Scandinavia. This study aimed to assess the external validity of the NKLR model (https://swastvedt.shinyapps.io/calculator_rev/) using the STABILITY 1 randomized clinical trial (RCT) data set. The hypothesis was that model performance would be similar. METHODS: The NKLR Cox Lasso model was selected for external validation owing to its superior performance in the original study. STABILITY 1 patients with all five predictors required by the Cox Lasso model were included. The STABILITY 1 RCT was a prospective study which randomized patients to receive either a hamstring tendon autograft (HT) alone or HT plus a lateral extra-articular tenodesis (LET). Since all patients in the STABILITY 1 trial received HT +/- LET, three configurations were tested: 1: all patients coded as HT, 2: HT + LET group coded as bone-patellar tendon-bone (BPTB) autograft, 3: HT + LET group coded as unknown/other graft choice. Model performance was assessed via concordance and calibration. RESULTS: In total, 591/618 (95.6%) STABILITY 1 patients were eligible for inclusion, with 39 undergoing revisions within 2 years (6.6%). Model performance was best when patients receiving HT + LET were coded as BPTB. Concordance was similar to the original NKLR prediction model for 1- and 2-year revision prediction (STABILITY: 0.71; NKLR: 0.68-0.69). Concordance 95% confidence interval (CI) ranged from 0.63 to 0.79. The model was well calibrated for 1-year prediction while the 2-year prediction demonstrated evidence of miscalibration. CONCLUSION: When patients in STABILITY 1 who received HT + LET were coded as BPTB in the NKLR prediction model, concordance was similar to the index study. However, due to a wide 95% CI, the true performance of the prediction model with this Canadian and European cohort is unclear and a larger data set is required to definitively determine the external validity. Further, better calibration for 1-year predictions aligns with general prediction modelling challenges over longer periods. While not a large enough sample size to elicit the true accuracy and external validity of the prediction model when applied to North American patients, this analysis provides more support for the notion that HT plus LET performs similarly to BPTB reconstruction. In addition, despite the wide confidence interval, this study suggests optimism regarding the accuracy of the model when applied outside of Scandinavia. LEVEL OF EVIDENCE: Level 3, cohort study.",2024,10.1002/ksa.12031,https://doi.org/10.1002/ksa.12031,yes
302,5,Jack 2023,bptb,Blood Flow Restriction Therapy Preserves Lower Extremity Bone and Muscle Mass After ACL Reconstruction.,"BACKGROUND: Muscle atrophy is common after an injury to the knee and anterior cruciate ligament reconstruction (ACLR). Blood flow restriction therapy (BFR) combined with low-load resistance exercise may help mitigate muscle loss and improve the overall condition of the lower extremity (LE). PURPOSE: To determine whether BFR decreases the loss of LE lean mass (LM), bone mass, and bone mineral density (BMD) while improving function compared with standard rehabilitation after ACLR. STUDY DESIGN: Randomized controlled clinical trial. METHODS: A total of 32 patients undergoing ACLR with bone-patellar tendon-bone autograft were randomized into 2 groups (CONTROL: N = 15 [male = 7, female = 8; age = 24.1 +/- 7.2 years; body mass index [BMI] = 26.9 +/- 5.3 kg/m2] and BFR: N = 17 [male = 12, female = 5; age = 28.1 +/- 7.4 years; BMI = 25.2 +/- 2.8 kg/m2]) and performed 12 weeks of postsurgery rehabilitation with an average follow-up of 2.3 +/- 1.0 years. Both groups performed the same rehabilitation protocol. During select exercises, the BFR group exercised under 80% arterial occlusion of the postoperative limb (Delfi tourniquet system). BMD, bone mass, and LM were measured using DEXA (iDXA, GE) at presurgery, week 6, and week 12 of rehabilitation. Functional measures were recorded at week 8 and week 12. Return to sport (RTS) was defined as the timepoint at which ACLR-specific objective functional testing was passed at physical therapy. A group-by-time analysis of covariance followed by a Tukey's post hoc test were used to detect within- and between-group changes. Type I error; alpha = 0.05. RESULTS: Compared with presurgery, only the CONTROL group experienced decreases in LE-LM at week 6 (-0.61 +/- 0.19 kg, -6.64 +/- 1.86%; P < 0.01) and week 12 (-0.39 +/- 0.15 kg, -4.67 +/- 1.58%; P = 0.01) of rehabilitation. LE bone mass was decreased only in the CONTROL group at week 6 (-12.87 +/- 3.02 g, -2.11 +/- 0.47%; P < 0.01) and week 12 (-16.95 +/- 4.32 g,-2.58 +/- 0.64%; P < 0.01). Overall, loss of site-specific BMD was greater in the CONTROL group (P < 0.05). Only the CONTROL group experienced reductions in proximal tibia (-8.00 +/- 1.10%; P < 0.01) and proximal fibula (-15.0+/-2.50%,P < 0.01) at week 12 compared with presurgery measures. There were no complications. Functional measures were similar between groups. RTS time was reduced in the BFR group (6.4 +/- 0.3 months) compared with the CONTROL group (8.3 +/- 0.5 months; P = 0.01). CONCLUSION: After ACLR, BFR may decrease muscle and bone loss for up to 12 weeks postoperatively and may improve time to RTS with functional outcomes comparable with those of standard rehabilitation.",2023,10.1177/19417381221101006,https://doi.org/10.1177/19417381221101006,yes
303,6,de 2022,bptb,Is contralateral autogenous patellar tendon graft a better choice than ipsilateral for anterior cruciate ligament reconstruction in young sportsmen? A randomized controlled trial.,"AIM: The aim of this study was to compare the peak extensor torque (primary outcome), sensory-motor capacity and Lysholm questionnaire score up to the fourth postoperative month post-primary anterior cruciate ligament reconstruction (ACLR) with bone-patellar-tendon-bone (BPTB) graft using either ipsilateral or contralateral technique in young sportsmen. METHODS: We performed a randomized controlled trial from 2018 to 2019. The same preoperative protocol, surgical technique and postoperative protocol were used in both groups. Eighty-eight young adult male patients were randomized, and 44 of each group completed the trial. RESULTS: After the follow up analysis, the contralateral receptor and donor limb demonstrated a statistically significant increase in peak extension torque compared with the ipsilateral operated limb (effect size (ES) = 0.99, power = 0.99, P < 0.0001; ES = 0.46, power = 0.56, P < 0.04). The symmetry between limbs was compared between groups. In the contralateral group, there was a significant decrease in the recipient limb (after surgery), compared with the donor limb (before surgery) (ES = 0.87, power = 0.99, P < 0.0001). In the ipsilateral group, the operated limb demonstrated a significant decrease in peak extension torque compared with the non-operated limb after surgery (ES = 1.88, power = 0.99, P < 0.0001). The comparison between groups in sensory-motor capacity and Lysholm score demonstrated a non-significant group effect postoperatively. CONCLUSION: The use of contralateral BPTB is more effective in increasing peak extension torque when compared with ipsilateral technique in young sportsmen. Furthermore, patients achieved greater symmetry (side to side) in quadriceps muscle performance after the 4-month follow up with a contralateral graft.",2022,10.1016/j.knee.2022.03.015,https://doi.org/10.1016/j.knee.2022.03.015,yes
304,7,Forsythe 2022,bptb,Bone Marrow Aspirate Concentrate Augmentation May Accelerate Allograft Ligamentization in Anterior Cruciate Ligament Reconstruction: A Double-Blinded Randomized Controlled Trial.,"PURPOSE: To assess the effect of bone marrow aspiration concentrate (BMAC) augmentation on clinical outcomes and magnetic resonance imaging (MRI) findings in anterior cruciate ligament (ACL) reconstruction (ACLR) with bone-patellar tendon-bone (BTB) allografts. METHODS: A double-blinded, randomized controlled trial was conducted on 80 patients undergoing ACL reconstruction using BTB allografts. Patients were randomized to 2 groups: (1) bone marrow aspirate was collected from the iliac crest, concentrated, and approximately 2.5 mL was injected into the BTB allograft, or (2) a small sham incision was made at the iliac crest (control). MRI was performed at 3 months and 9 months postoperatively to determine the signal intensity ratio of the ACL graft. RESULTS: Seventy-three patients were available for follow-up at 1-year postoperatively (36 BMAC, 37 control). International Knee Documentation Committee (IKDC) scores were significantly greater in the BMAC group versus the control at the 9-month postoperative period (81.6 +/- 10.5 vs 74.6 +/- 14.2, P = .048). There was no significant difference in the proportion of patients who met the minimal clinically important difference for IKDC between the BMAC and control groups at 9 months (89% vs 85%; P = .7). Three months postoperatively, signal intensity ratio of the inferior third of the ACL graft was significantly greater in the BMAC group versus the control group (3.2 +/- 2.2 vs 2.1 +/- 1.5; P = .02). CONCLUSIONS: Patients who received BMAC augmentation of the BTB allograft during ACL reconstruction demonstrated greater signal intensity scores on MRI at 3 months, suggesting increased metabolic activity and remodeling, and potentially accelerated ligamentization. Additionally, patients in the BMAC group had greater patient-reported outcomes (IKDC) at 9 months postoperatively when compared with those who underwent a standard surgical procedure. There was no significant difference in the proportion of patients who met the minimal clinically important difference for IKDC between the BMAC and control groups at 9 months, suggesting limited clinical significance at this time point. LEVEL OF EVIDENCE: I, randomized control trial.",2022,10.1016/j.arthro.2022.01.010,https://doi.org/10.1016/j.arthro.2022.01.010,yes
305,8,Chahal 2022,bptb,Anterior Cruciate Ligament Patellar Tendon Autograft Fixation at 0° Versus 30° Results in Improved Activity Scores and a Greater Proportion of Patients Achieving the Minimal Clinical Important Difference For Knee Injury and Osteoarthritis Outcome Score Pain: A Randomized Controlled Trial.,"PURPOSE: The aim of the current study was to determine the effect of the knee flexion angle (KFA) during tibial anterior cruciate ligament (ACL) graft fixation on patient-reported outcomes, graft stability, extension loss, and reoperation after anatomic single-bundle ACL reconstruction. METHODS: All 169 included patients (mean age 28.5 years, 65% male) were treated with anatomic single-bundle ACL reconstruction using patellar tendon autograft and were randomized to tibial fixation of the ACL graft at either 0 degrees  (n = 85) or 30 degrees  (n = 84). The primary outcome was the Knee Injury and Osteoarthritis Outcome Score (KOOS) 2 years after surgery. Secondary outcomes were the Marx Activity Scale (MAS), the rate of reoperation, and physical examination findings at 1 year, including KT-1000 and side-to-side differences in knee extension. RESULTS: The follow-up rate was 82% (n = 139) for the primary outcome. Graft failure rate at 2 years was 1% (n = 2, 1 per group). ACL tibial graft fixation at 0 degrees  or 30 degrees  did not have a significant effect on KOOS scores at 2 years after ACLR. Patients whose graft was fixed at a knee flexion angle of 0 degrees  had greater scores on the MAS (mean 9.6 95% confidence interval [CI] 8.5 to 10.6, versus 8.0, 95% CI 6.9 to 9.1; P = .04), and a greater proportion achieved the minimal clinical important difference (MCID) for the KOOS pain subdomain (94% versus 81%; P = .04). There was no significant difference in knee extension loss, KT-1000 measurements, or reoperation between the 2 groups. CONCLUSION: In the setting of anatomic single-bundle ACLR using patellar tendon autograft and anteromedial portal femoral drilling, there was no difference in KOOS scores between patients fixed at 0 degrees  and 30 degrees . Patient fixed in full extension did demonstrate higher activity scores at 2 years after surgery and a greater likelihood of achieving the MCID for KOOS pain. LEVEL OF EVIDENCE: II, prospective randomized trial.",2022,10.1016/j.arthro.2021.12.018,https://doi.org/10.1016/j.arthro.2021.12.018,yes
306,9,Komzák 2022,bptb,In vivo knee rotational stability 2 years after the ACL reconstruction using a quadriceps tendon graft with bone block and bone-patellar tendon-bone graft.,"INTRODUCTION: The aim of this prospective randomised study was to evaluate clinical results and rotational stability at least 2 years after single-bundle anatomic anterior cruciate ligament reconstruction using a quadriceps tendon graft with bone block (BT) and bone-patellar tendon-bone graft (BTB). MATERIALS AND METHODS: In both groups (BT and BTB), 40 patients selected prospectively at random were evaluated. The mean follow-up after the surgery was 28 months (range 24-33 months). A navigation system was used to measure rotational stability of the knee joint. Cincinnati, Lysholm, and IKDC scores and visual analog score (VAS) were used to evaluate clinical results and the non-parametric Wilcoxon test was used for the statistical analysis. RESULTS: After the BT reconstruction, the mean internal rotation of the tibia (IR) was 9.5 degrees . In the contralateral healthy knee joint, IR was 8.6 degrees  at average. After the BTB reconstruction, the mean IR was 9.9 degrees . In the contralateral healthy knee joint, IR was 8.7 degrees  at average. We did not find any statistically significant difference in IR stability between BT and BTB reconstruction. In terms of clinical results, regarding the VAS, patients perceive significantly more pain after the BTB reconstruction (p < 0.05). Kneeling was reported more difficult and painful after BTB reconstruction. CONCLUSIONS: The BT reconstruction of the ACL provides similar clinical results, less pain, better flexion and the same rotational stability of the knee in comparison with the BTB reconstruction.",2022,10.1007/s00402-021-04195-2,https://doi.org/10.1007/s00402-021-04195-2,yes
307,10,Marmura 2021,bptb,Validation of a Risk Calculator to Personalize Graft Choice and Reduce Rupture Rates for Anterior Cruciate Ligament Reconstruction.,"BACKGROUND: Anterior cruciate ligament reconstructions (ACLRs) fail at an alarmingly high rate in young active individuals. The Multicenter Orthopaedic Outcomes Network (MOON) knee group has developed an autograft risk calculator that uses patient characteristics and lifestyle to predict the probability of graft rupture if the surgeon uses a hamstring tendon (HT) or a bone-patellar tendon-bone (BPTB) graft to reconstruct the ligament. If validated, this risk calculator can be used during the shared decision-making process to make optimal ACLR autograft choices and reduce rupture rates. The STABILITY 1 randomized clinical trial offers a large, rigorously collected data set of similar young active patients who received HT autograft with or without lateral extra-articular tenodesis (LET) for ACLR. PURPOSE/HYPOTHESIS: The purpose was to validate the ACLR graft rupture risk calculator in a large external data set and to investigate the utility of BPTB and LET for ACLR. We hypothesized that the risk calculator would maintain adequate discriminative ability and calibration in the external STABILITY 1 data set when compared with the initial MOON development data set. STUDY DESIGN: Cohort study (diagnosis); Level of evidence, 1. METHODS: The model predictors for the risk calculator include age, sex, body mass index, sport played at the time of injury, Marx Activity Score, preoperative knee laxity, and graft type. The STABILITY 1 trial data set was used for external validation. Discriminative ability, calibration, and diagnostic test validity of the model were assessed. Finally, predictor strength in the initial and validation samples was compared. RESULTS: The model showed acceptable discriminative ability (area under the curve = 0.73), calibration (Brier score = 0.07), and specificity (85.3%) to detect patients who will experience a graft rupture. Age, high-grade preoperative knee laxity, and graft type were significant predictors of graft rupture in young active patients. BPTB and the addition of LET to HT were protective against graft rupture versus HT autograft alone. CONCLUSION: The MOON risk calculator is a valid predictor of ACLR graft rupture and is appropriate for clinical practice. This study provides evidence supporting the idea that isolated HT autografts should be avoided for young active patients undergoing ACLR. REGISTRATION: NCT00463099 (MOON); NCT02018354 (STABILITY 1) (ClinicalTrials.gov identifiers).",2021,10.1177/03635465211010798,https://doi.org/10.1177/03635465211010798,yes
308,11,Fried 2021,bptb,"Tranexamic Acid Has No Effect on Postoperative Hemarthrosis or Pain Control After Anterior Cruciate Ligament Reconstruction Using Bone-Patellar Tendon-Bone Autograft: A Double-Blind, Randomized, Controlled Trial.","PURPOSE: The purpose of this double-blind, randomized, controlled trial was to evaluate the use of intravenous (IV) tranexamic acid (TXA) in patients undergoing primary bone-patellar tendon-bone (BPTB) anterior cruciate ligament reconstruction (ACLR) regarding postoperative hemarthrosis, pain, opioid consumption, and quadriceps atrophy and activation. METHODS: A controlled, randomized, double-blind trial was conducted in 110 patients who underwent ACLR with BPTB autograft. Patients were equally randomized to the control and experimental groups. The experimental group received two 1-g boluses of IV TXA, one prior to tourniquet inflation and one prior to wound closure; the control group did not receive TXA. If a clinically significant hemarthrosis was evident, the knee was aspirated and the volume of blood (in milliliters) was recorded. Additionally, we recorded perioperative blood loss (in milliliters); visual analog scale scores on postoperative days 1, 4, and 7 and at postoperative weeks 1, 6, and 12; postoperative opioid consumption on postoperative days 1, 4, and 7; range of motion (ROM) and ability to perform a straight leg raise at postoperative weeks 1, 6, and 12; and preoperative and postoperative thigh circumference ratio. RESULTS: There was no significant difference in perioperative blood loss between the TXA and control groups (32.5 mL vs 35.6 mL, P = .47). In the TXA group, 23 knees were aspirated; in the control group, 26 knees were aspirated (P = .56). No significant difference in postoperative hemarthrosis volume was seen in patients who received IV TXA versus those who did not (26.7 mL vs 37.3 mL, P = .12). There was no significant difference in visual analog scale scores between the 2 groups (P = .15); in addition, there was no difference in postoperative opioid consumption (P = .33). No significant difference in ROM, ability to perform a straight leg raise, or postoperative thigh circumference ratio was observed (P > .05 for all). CONCLUSIONS: IV TXA in patients who undergo ACLR with BPTB autograft does not significantly impact perioperative blood loss, postoperative hemarthrosis, or postoperative pain levels. Additionally, no significant differences were seen in early postoperative recovery regarding ROM or quadriceps reactivation. LEVEL OF EVIDENCE: Level I, randomized controlled trial.",2021,10.1016/j.arthro.2021.01.037,https://doi.org/10.1016/j.arthro.2021.01.037,yes
309,12,Cristiani 2021,bptb,Autograft type affects muscle strength and hop performance after ACL reconstruction. A randomised controlled trial comparing patellar tendon and hamstring tendon autografts with standard or accelerated rehabilitation.,"PURPOSE: To evaluate and compare changes in quadriceps and hamstring strength and single-leg-hop (SLH) test performance over the first 24 postoperative months in patients who underwent anterior cruciate ligament reconstruction (ACLR) with bone-patellar tendon-bone (BPTB) or hamstring tendon (HT) autografts and followed either a standard or an accelerated rehabilitation protocol. METHODS: A total of 160 patients undergoing ACLR were randomised in four groups depending on the graft that was used and the rehabilitation protocol (40 BPTB/standard rehab, 40 BPTB/accelerated rehab, 40 HT/standard rehab, 40 HT/accelerated rehab). Isokinetic concentric quadriceps and hamstring strength at 90 degrees /s and the SLH test performance were assessed preoperatively and 4,6,8,12 and 24 months postoperatively. The results were reported as the limb symmetry index (LSI) at the same time point. Linear mixed models were used to compare the groups at the different time points. RESULTS: An average quadriceps strength LSI of 78.4% was found preoperatively. After ACLR, the LSI first decreased at 4 months and then increased from 6 to 24 months, reaching an overall value of 92.7% at the latest follow-up. The BPTB group showed a significantly decreased LSI at 4, 6, 8 and 12 months compared with the HT group. No significant differences between the graft groups were found at 24 months. An average hamstring strength LSI of 84.6% was found preoperatively. After ACLR, the LSI increased from 4 to 24 months in the BTPB group. In the HT group, the LSI first decreased at 4 months and then increased from 6 to 24 months. An LSI of 97.1% and 89.1% was found at the latest follow-up for the BPTB and the HT group, respectively. The HT group showed a significantly decreased LSI at all follow-ups compared with the BPTB group. An average SLH test LSI of 81% was found preoperatively. After ACLR, the LSI increased from 4 to 24 months, reaching 97.6% overall at the latest follow-up. The BPTB group showed a significantly decreased LSI only at 4 months postoperatively compared with the HT group. No significant differences in any of the three tests were found between the standard and accelerated rehabilitation groups for either of the graft groups at any time point. CONCLUSION: Muscle strength and SLH test performance recovered progressively after ACLR overall, but they did not all fully recover, as the injured leg performed on average less than 100% compared with the uninjured leg even 24 months postoperatively. After ACLR, inferior quadriceps strength and a poorer SLH test performance were found at 4, 6, 8 and 12 months and at 4 months, respectively, for the BTPB group compared with the HT group. Persistent, inferior hamstring strength was found at all postoperative follow-ups in the HT group. Rehabilitation, standard or accelerated, had no significant impact on the recovery of muscle strength and SLH test performance after ACLR in any of the graft groups. LEVEL OF EVIDENCE: Level I.",2021,10.1007/s00167-020-06334-5,https://doi.org/10.1007/s00167-020-06334-5,yes
310,13,Castoldi 2020,bptb,A Randomized Controlled Trial of Bone-Patellar Tendon-Bone Anterior Cruciate Ligament Reconstruction With and Without Lateral Extra-articular Tenodesis: 19-Year Clinical and Radiological Follow-up.,"BACKGROUND: Arthroscopic anterior cruciate ligament (ACL) reconstruction (ACLR) with a bone-patellar tendon-bone graft (BTB) is a reliable surgical option for the control of anterior knee laxity after ACL injury. The addition of a lateral extra-articular tenodesis (LET) may improve control of rotation knee laxity and improve short-term graft survival in high-risk patients. PURPOSE: The aims of this study were to compare long-term patient-reported outcomes, graft survival, and risk of osteoarthritis between ACLR with and without LET. STUDY DESIGN: Randomized controlled trial; Level of evidence, 2. METHODS: This study included 121 consecutive knees (120 patients) presenting to a single center with an ACL rupture between 1998 and 1999. In total, 61 knees were randomized to an isolated BTB ACLR, and 60 knees were randomized to a BTB ACLR with an extra-articular lateral tenodesis with gracilis tendon (modified Lemaire). RESULTS: Eighty knees in 79 patients (66%) were available for follow-up at a postoperative mean of 19.4 years (range, 19-20.2). Of those patients, 43 had a clinical examination and completed patient-reported outcome questionnaires, and the other 37 patients were evaluated through the questionnaires alone. Standard radiographs were available for 45 patients and laximetry (TELOS) for 42 patients. Mean subjective International Knee Documentation Committee score at last follow-up was 81.8, and no differences were noted between the BTB and BTB-LET groups (P = .7). Two-thirds of patients were still participating in pivoting sports. A total of 17 knees (21%) experienced a graft failure, 5 of which (6%) underwent revision ACLR. There was no significant difference in graft failure risk between the BTB group (29%) and the BTB-LET group (13%; P = .1). Lateral tibiofemoral osteoarthritis was significantly more frequent in the BTB-LET group (59%) as compared with the BTB group (22%; P = .02). Lateral compartment osteoarthritis was correlated with partial lateral meniscectomy. CONCLUSION: There were no significant differences in long-term patient-reported outcomes after ACLR with or without an LET. LET may increase the risk of lateral compartment osteoarthritis at long-term follow-up. There was a trend toward decreased graft failure risk with the addition of LET but this study was underpowered to assess this outcome.",2020,10.1177/0363546520914936,https://doi.org/10.1177/0363546520914936,yes
311,14,Murray 2020,bptb,Bridge-Enhanced Anterior Cruciate Ligament Repair Is Not Inferior to Autograft Anterior Cruciate Ligament Reconstruction at 2 Years: Results of a Prospective Randomized Clinical Trial.,"BACKGROUND: Preclinical studies suggest that for complete midsubstance anterior cruciate ligament (ACL) injuries, a suture repair of the ACL augmented with a protein implant placed in the gap between the torn ends (bridge-enhanced ACL repair [BEAR]) may be a viable alternative to ACL reconstruction (ACLR). HYPOTHESIS: We hypothesized that patients treated with BEAR would have a noninferior patient-reported outcomes (International Knee Documentation Committee [IKDC] Subjective Score; prespecified noninferiority margin, -11.5 points) and instrumented anteroposterior (AP) knee laxity (prespecified noninferiority margin, +2-mm side-to-side difference) and superior muscle strength at 2 years after surgery when compared with patients who underwent ACLR with autograft. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: One hundred patients (median age, 17 years; median preoperative Marx activity score, 16) with complete midsubstance ACL injuries were enrolled and underwent surgery within 45 days of injury. Patients were randomly assigned to receive either BEAR (n = 65) or autograft ACLR (n = 35 [33 with quadrupled semitendinosus-gracilis and 2 with bone-patellar tendon-bone]). Outcomes-including the IKDC Subjective Score, the side-to-side difference in instrumented AP knee laxity, and muscle strength-were assessed at 2 years by an independent examiner blinded to the procedure. Patients were unblinded after their 2-year visit. RESULTS: In total, 96% of the patients returned for 2-year follow-up. Noninferiority criteria were met for both the IKDC Subjective Score (BEAR, 88.9 points; ACLR, 84.8 points; mean difference, 4.1 points [95% CI, -1.5 to 9.7]) and the side-to-side difference in AP knee laxity (BEAR, 1.61 mm; ACLR, 1.77 mm; mean difference, -0.15 mm [95% CI, -1.48 to 1.17]). The BEAR group had a significantly higher mean hamstring muscle strength index than the ACLR group at 2 years (98.2% vs 63.2%; P < .001). In addition, 14% of the BEAR group and 6% of the ACLR group had a reinjury that required a second ipsilateral ACL surgical procedure (P = .32). Furthermore, the 8 patients who converted from BEAR to ACLR in the study period and returned for the 2-year postoperative visit had similar primary outcomes to patients who had a single ipsilateral ACL procedure. CONCLUSION: BEAR resulted in noninferior patient-reported outcomes and AP knee laxity and superior hamstring muscle strength when compared with autograft ACLR at 2-year follow-up in a young and active cohort. These promising results suggest that longer-term studies of this technique are justified. REGISTRATION: NCT02664545 (ClinicalTrials.gov identifier).",2020,10.1177/0363546520913532,https://doi.org/10.1177/0363546520913532,yes
