,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year
83,36593791,2023 Feb,2022 Dec 26,EClinicalMedicine,"['Munive A', 'Donville J', 'Darmstadt GL']",Darmstadt GL,Public leadership for gender equality: A framework and capacity development approach for gender transformative policy change.,56,,101798,['English'],101733727,,2589-5370,"['Journal Article', 'Review']",PubMed,,"['36593791', 'PMC9803695', 'pmc-id: PMC9803695;', '10.1016/j.eclinm.2022.101798', 'S2589-5370(22)00527-2']",10.1016/j.eclinm.2022.101798,"['2022/08/18 00:00', '2022/12/01 00:00', '2022/12/05 00:00', '2023/01/03 01:53', '2023/01/04 06:00', '2023/01/04 06:01', '2022/12/26 00:00']",[],1,60,EClinicalMedicine,doi: 10.1016/j.eclinm.2022.101798,2023 Feb;56:101798,"Public leadership is essential in social change, and pivotal in transforming social and institutional norms related to gender inequality, going well beyond equal representation. It must embrace the potential for all public health leaders, of all genders, to become agents of change who challenge gender injustices and institutionalise gender transformative policies and programmes in public health. To support officials, initially in Ethiopia, and catalyse transformative change, we created a new framework and capacity development approach - Public Leadership for Gender Equality (PL4GE) - which can be customised to respond to each country's context. Drawing from three areas of leadership thought - public, transformative, and feminist leadership - PL4GE takes a public values approach in positioning gender equality as a human right, a common good, and a means to improve health outcomes. PL4GE promotes six key leadership practices - defining purpose and articulating vision, co-creating public value, empowering people, fostering strategic partnerships, navigating power, and embodying personal commitment - and guides public leaders through a capacity development journey of change, facilitating them to identify and activate opportunities for gender transformative change in their work and in turn, more broadly within the public whom they serve. FUNDING: Bill & Melinda Gates Foundation INV-002664 to Stanford University.",2023
84,36521119,2023 Mar,2022 Dec 15,J Couns Psychol,"['Moradi B', 'Brewster ME', 'Grzanka PR', 'Miller MJ']",Miller MJ,The hidden curriculum of academic writing: Toward demystifying manuscript preparation in counseling psychology.,70,2,119-132,['English'],2985124R,0022-0167,,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['36521119', '10.1037/cou0000650', '2023-28588-001']",10.1037/cou0000650,"['2022/12/16 06:00', '2023/03/03 06:00', '2022/12/15 16:33']",[],1,0,Journal of counseling psychology,doi: 10.1037/cou0000650,2023 Mar;70(2):119-132,"In this article, we aim to unpack some of the hidden curriculum in publishing successfully in the Journal of Counseling Psychology (JCP) and other academic outlets. The many unspoken and implicit considerations behind writing a successful academic article can reinforce epistemic exclusions around class, gender, race, sexuality, and other axes of power that ultimately limit who gets to publish in academic journals and about what. Thus, we work to articulate the processes behind writing an academic article. Specifically, we offer suggestions for (a) writing compelling, precise, and parsimonious introductions, (b) clearly addressing the goals of the study via an accurate and detailed description of the method, (c) aligning analytic decisions with the research questions or hypotheses and the data parameters at hand, and (d) discussing the story of data in the context of prior scholarship, study limitations, and real-world implications. Where applicable, we provide concrete examples of published studies to ""unhide"" writing processes and to illustrate the invisible narratives and intentions behind key writing practices. We also present a checklist as an easy-to-reference companion to this article to help demystify the writing process. This article aligns with the commitment of JCP's editorial leadership to play an active role in opening up the scholarly publication process so that the pipeline of manuscripts submitted to and accepted by JCP shapes a more inclusive future for the field. (PsycInfo Database Record (c) 2023 APA, all rights reserved).",2023
85,36106035,2022,2022 Aug 29,Front Psychol,"['Vial AC', 'Cowgill CM']",Cowgill CM,Heavier Lies Her Crown: Gendered Patterns of Leader Emotional Labor and Their Downstream Effects.,13,,849566,['English'],101550902,1664-1078,1664-1078,['Journal Article'],PubMed,,"['36106035', 'PMC9465331', 'pmc-id: PMC9465331;', '10.3389/fpsyg.2022.849566']",10.3389/fpsyg.2022.849566,"['2022/01/06 00:00', '2022/06/03 00:00', '2022/09/15 02:35', '2022/09/16 06:00', '2022/09/16 06:01', '2022/08/29 00:00']",[],1,243,Frontiers in psychology,doi: 10.3389/fpsyg.2022.849566,2022;13:849566,"Women use power in more prosocial ways than men and they also engage in more emotional labor (i.e., self-regulate their emotions to respond and attend to the needs and emotions of other people in a way that advances organizational goals). However, these two constructs have not been previously connected. We propose that gendered emotional labor practices and pressures result in gender differences in the prosocial use of power. We integrate the literature on emotional labor with research on the psychology of power to articulate three routes through which this happens. First, women may be more adept than men at the intrapersonal and interpersonal processes entailed in emotional labor practices-a skill that they can apply at all hierarchical levels. Second, given women's stronger internal motivation to perform emotional labor, they construe power in a more interdependent manner than men, which promotes a more prosocial use of power. As a result, female powerholders tend to behave in more prosocial ways. Third, when they have power, women encounter stronger external motivation to engage in emotional labor, which effectively constrains powerful women's behaviors in a way that fosters a more prosocial use of power. We discuss how, by promoting prosocial behavior among powerholders, emotional labor can be beneficial for subordinates and organizations (e.g., increase employee well-being and organizational trust), while simultaneously creating costs for individual powerholders, which may reduce women's likelihood of actually attaining and retaining power by (a) making high-power roles less appealing, (b) guiding women toward less prestigious and (c) more precarious leadership roles, (d) draining powerful women's time and resources without equitable rewards, and (e) making it difficult for women to legitimize their power in the eyes of subordinates (especially men). Thus, emotional labor practices can help explain the underrepresentation of women in top leadership positions.",2022
86,36068727,2023 Oct-Dec,2022 Sep 6,Teach Learn Med,"['Han H', 'Korte R', 'Prakash V', 'Hingle ST']",Hingle ST,Faculty Experiences Related to Career Advancement and Success in Academic Medicine.,35,5,514-526,['English'],8910884,1040-1334,1532-8015,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['36068727', '10.1080/10401334.2022.2104851']",10.1080/10401334.2022.2104851,"['2023/11/23 06:42', '2022/09/08 06:00', '2022/09/07 01:23']",[],1,0,Teaching and learning in medicine,doi: 10.1080/10401334.2022.2104851,2023 Oct-Dec;35(5):514-526,"Phenomenon: Faculty career success in academic medicine is complex. Dynamic interactions among faculty and between faculty and their socio-cultural working environments contribute to the mystique of academic advancement. There are few empirical studies that analyze the social practice of faculty career advancement in academic medicine, especially those that focus on relations between individual and environmental contexts. This study aimed to investigate various faculty members' experiences around career advancement in a medical school. Through the analytical lens of Bourdieu's theory of practice, we focused on the relationship among individuals, positions, and environmental contexts.Approach: Following a general process of interpretive grounded theory, we collected faculty members' perceptions and experiences related to their career development and advancement via in-depth semi structured-interviews of 23 faculty at a medical school in the United States. We analyzed the interview transcripts using thematic and constant-comparison analyses, informed by Bourdieu's theory of practice emphasizing the concepts of habitus, field, doxa, illusio, and capital.Findings: While there was a general perception of collaborative success in the school, access to resources seemed to be unequally distributed and linked to faculty positions. Career opportunities, such as leadership and promotion, were mostly granted by leaders based on interpersonal relationships (social capital). Clinical faculty's limited access to professional development activities (cultural capital), including research, limited their likelihood for promotion (symbolic capital) at the school. An institutional emphasis on clinical productivity reinforced clinical faculty's constraints on academic scholarship, which led to perceived inequities by clinical faculty. Participants also perceived subtle gender bias and an unequal distribution of power among the specialties, which contradicted a culture of collaboration and support in the school.Insights: Complex power structures influence faculty career success. Unequal access and differential power among faculty positions resulted in disparities in career advancement. Greater transparency, equity, and inclusivity are obvious suggestions for change to allow all faculty to benefit from essential resources and career building opportunities. Furthermore, building high-quality relationships between leaders and faculty and mutual respect between specialties are essential to sustaining an organizational culture conducive to career success for all faculty. Faculty will benefit from a greater awareness of the structural and normative aspects of a medical school that are less obvious and more difficult to change. This is the value of applying Bourdieu's theory of practice to the socio-cultural dynamics of the medical school.",2023
87,35906731,2022 Jul-Aug,2022 Jul 29,J Clin Exp Neuropsychol,"['Sullivan-Baca E', 'Modiano YA', 'Choudhury TK', 'Tierney SM', 'Kellogg E']",Kellogg E,Promoting gender-informed mentorship in neuropsychology: Reflections and suggestions from early career women.,44,5-6,398-408,['English'],8502170,1380-3395,1744-411X,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['35906731', '10.1080/13803395.2022.2107184']",10.1080/13803395.2022.2107184,"['2022/07/31 06:00', '2022/10/18 06:00', '2022/07/30 00:12']",[],1,0,Journal of clinical and experimental neuropsychology,doi: 10.1080/13803395.2022.2107184,2022 Jul-Aug;44(5-6):398-408,"INTRODUCTION: While women now represent a majority of neuropsychology trainees, men remain prominent in senior positions. As such, female mentees are often paired with senior male mentors, a practice referred to as ""cross-gender mentorship."" Although cross-gender mentoring dynamics have inherent potential for missteps due to implicit power differentials, when approached through a gender-informed lens, they can be optimized and lead to personal and professional growth for women neuropsychologists. The present article provides a framework for promoting gender-informed mentorship by cataloging first-hand accounts of early career women and discussing resultant lessons and concrete suggestions for mentorship. METHOD: The authors provide first-hand accounts of experiences related to cross-gender mentorship across a variety of settings and professional contexts. From these accounts, the following steps offer a framework to encourage effective mentorship: 1) Set appropriate expectations and boundaries, 2) Address challenging clinical interactions through a gender-informed lens, 3) Foster personal and professional development, 4) Understand the intersection between gender and multicultural traits, 5) Advocate for advancement of women in the field, and 6) Maintain knowledge of women's issues. CONCLUSIONS: Providing effective mentorship for women in neuropsychology is crucial to promote ascension of women to leadership positions and close long-established disparities in the field. The authors hope that our shared experiences can serve as useful tools for both women trainees and their mentors as they embark on mentoring relationships. Practically, we envision that mentoring dyads may discuss this article at the outset of their relationship to understand potential challenges and collaboratively establish a groundwork for optimal mentoring.",2022
88,35773963,2022 Aug 16,,J Am Med Inform Assoc,"['Wei DH', 'Kukhareva PV', 'Tao D', 'Sordo M', 'Pandita D', 'Dua P', 'Banerjee I', 'Abraham J']",Abraham J,Assessing perceived effectiveness of career development efforts led by the women in American Medical Informatics Association Initiative.,29,9,1593-1606,['English'],9430800,1067-5027,1527-974X,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['35773963', 'PMC9382400', 'pmc-id: PMC9382400;', '10.1093/jamia/ocac101', '6623595']",10.1093/jamia/ocac101,"['2022/03/18 00:00', '2022/05/25 00:00', '2022/06/08 00:00', '2022/07/02 06:00', '2022/08/19 06:00', '2022/07/01 01:23', '2023/06/30 00:00']",[],1,29,Journal of the American Medical Informatics Association : JAMIA,doi: 10.1093/jamia/ocac101,2022 Aug 16;29(9):1593-1606,"OBJECTIVE: We sought to ascertain perceived factors affecting women's career development efforts in the American Medical Informatics Association (AMIA) and to provide recommendations for improvements. MATERIALS AND METHODS: Data were collected using a 27-item survey administered via the AMIA newsletter and other social channels. Survey questions comprised 3 demographics, 15 Likert-scale, and 9 open-ended items. Likert-scale responses were summarized across respondent ages, career stages, and career domains, and open-ended responses were thematically analyzed. RESULTS: We received survey responses from 109 AMIA women members. Our findings demonstrate that AMIA had made strides in promoting career development, and the most effective AMIA efforts included social events (83%), panel discussions (80%), and scientific sessions (79%). However, despite these efforts, women members perceived that gender-specific challenges persisted within AMIA, and recognized the need for increased networking opportunities (96%), raising awareness of gender-specific challenges (95%), and encouraging gender proportional representation in leadership (92%). DISCUSSION: International and national biomedical informatics professional communities have put forth efforts to address gender-specific issues in career development. Yet, our study identified that some of these, including the deep-rooted gender power hierarchy and bias, are still perceived as profound in AMIA. CONCLUSION: Even though existing career development efforts for women are highly effective, important perceived gender-specific career development issues require further attention and investigation to improve existing AMIA activities.",2022
89,35666517,2022 Jun,2022 Jun 6,OMICS,"['Hamdi Y', 'Mulder N', 'Abdelhak S']",Abdelhak S,"Women in Systems Science and Gender Parity: Why and How to Democratize the ""Technology, Innovation, and Society Nexus"".",26,6,329-338,['English'],101131135,1536-2310,1557-8100,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['35666517', '10.1089/omi.2022.0055']",10.1089/omi.2022.0055,"['2022/06/07 06:00', '2022/06/16 06:00', '2022/06/06 15:39']",[],1,0,Omics : a journal of integrative biology,doi: 10.1089/omi.2022.0055,2022 Jun;26(6):329-338,"A career in systems science offers exciting prospects as well as challenges around the world, which are often underexplored or unknown. Gender parity, diversity, inclusion, and equity are essential for knowledge production, systems science research, and innovation to be representative, democratic, and critically informed. By virtue of its focus on systems, omics science is ideally poised to understand and respond to systemic and structural issues that hinder gender parity, equity, and democracy in science and society. In this context, voices from women in systems science in resource-limited countries are often inaudible, a gap that this article aims to bridge. We present here some of the pressing issues and possible ways forward for equitable representation of women in science. We highlight emerging frontiers of systems science such as digital transformation, Industry 4.0, and cyber-physical systems where gender parity and equity are crucial. This article also examines some of the challenges faced by women scientists in Africa. All in all, much work is needed across communities and countries worldwide for diversity and gender equity in Science, Technology, Engineering, Mathematics (STEM)-based programs. Adapting a critical lens that examines power asymmetries in STEM in Africa and around the world, and new ways of thinking for bringing women scientists in Africa to leadership positions in traditional STEM fields such as computer science and engineering where large gender equity gaps exist, is a timely and principled necessity in 21st century science and society.",2022
90,35579183,2023 Jun,2022 May 17,J Clin Nurs,"['Aspinall C', 'Jacobs S', 'Frey R']",Frey R,Intersectionality and nursing leadership: An integrative review.,32,11-12,2466-2480,['English'],9207302,0962-1067,1365-2702,"['Journal Article', 'Systematic Review']",PubMed - indexed for MEDLINE,ppublish+epublish,"['35579183', '10.1111/jocn.16347']",10.1111/jocn.16347,"['2022/04/20 00:00', '2022/02/27 00:00', '2022/04/26 00:00', '2023/05/12 07:06', '2022/05/18 06:00', '2022/05/17 06:13']",[],1,0,Journal of clinical nursing,doi: 10.1111/jocn.16347,2023 Jun;32(11-12):2466-2480,"AIMS AND OBJECTIVES: This review aimed to synthesise international research about how intersectionality has been used to explore issues within the nursing profession. The objectives were to determine which intersecting variables have been explored, how intersectionality has been operationalised, and the implications for nursing leadership. BACKGROUND: Barriers to health system leadership created at the intersection of gender, race, ethnicity, professional cadre and other socially constructed categories exist in the health workforce. Consequently, an intersectionality paradigm has been recommended to explore power, privilege and oppression issues in the nursing profession. DESIGN: An integrative systematic review method was selected for its ability to include diverse methodologies. The review complies with the PRISMA guidelines for reporting systematic reviews. METHOD: The search terms nurs* nurses nursing AND Intersectionality intersectional intersectionalism, intersect were used in December 2021 to search the Cumulative Index to Nursing and Allied Health Literature (CINAHL Plus) PsycINFO, PubMed, Ovid, ProQuest and the first ten pages of Google Scholar from 2011 to 2021. Directed content analysis was applied to the data. RESULTS: Access to education, absence of expectations as a career and patriarchal structures support male nurses into positions of leadership in healthcare systems. Intra-group differences highlight the paradox of homogenous categories for ethnicity and gender. Being a member of an ethnic minority group hinders career progression regardless of gender. The aftereffects of colonisation exist within the nursing space. CONCLUSIONS: This review is the first to synthesise research using intersectionality to explore the impact of socially constructed identities on nursing leadership. There is a dearth of evidence specific to this topic, ignoring the diversity within this professional group. Future research should include intersectionality to discover how social categories empower or impede a nurse's career progression to leadership roles. RELEVANCE TO CLINICAL PRACTICE: An intersectionality paradigm can encourage nurses to attend to issues of power, privilege and oppression in the profession and their practice.",2023
91,35550391,2023 Jan 1,2022 Dec 15,Anesth Analg,"['Basile ER', 'Byrd H', 'Powell-Williams M', 'Polania Gutierrez JJ', 'Riveros-Perez E']",Riveros-Perez E,Gender Gap: A Qualitative Study of Women and Leadership Acquisition in Anesthesiology.,136,1,6-12,['English'],1310650,0003-2999,1526-7598,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['35550391', '10.1213/ANE.0000000000006073', '00000539-202301000-00003']",10.1213/ANE.0000000000006073,"['2022/05/14 06:00', '2022/12/22 06:00', '2022/05/13 12:37']",['Anesth Analg. 2023 Jan 1;136(1):2-5. doi: 10.1213/ANE.0000000000006241. PMID: 36534712'],1,0,Anesthesia and analgesia,doi: 10.1213/ANE.0000000000006073,2023 Jan 1;136(1):6-12,"BACKGROUND: The representation of women among leaders in the field of anesthesia continues to trail that of their male counterparts. This qualitative study was conducted to understand the pathway of leadership acquisition among women in the field of anesthesiology. METHODS: Using constructivist grounded theory, we sought to determine whether there were specific internal or external factors that were common to women in leadership in the specialty field of anesthesiology, and specifically, how they obtained leadership positions. Semistructured interviews were conducted for data collection. A total of 26 women in leadership positions in anesthesiology participated in this study. RESULTS: The analysis of these interviews resulted in the development of 4 common themes related to career pathways for these women in leadership. Each theme was examined in depth to determine the qualities necessary for individuals to advance in the field and the pathway to obtaining leadership positions. The findings of this study showed that early-career, high-value mentorship and sponsorship were important factors in leadership acquisition. Most participants (n = 20; 76%) had early mentors. Of those with early mentorship, 13 (65%) had high-value mentors, who we define as someone with power or authority. Sponsorship was the leading factor contributing to leadership acquisition. CONCLUSIONS: The results of this qualitative study may serve as a guide for encouraging female anesthesiologists with leadership aspirations. We suggest that the specialty field of anesthesiology institute targeted measures to help increase the percentage of women leadership with formal sponsorship programs at the local and national levels.",2023
92,35418007,2022 Dec 19,2022 Apr 12,Int J Health Policy Manag,"['Belaid L', 'Sarmiento I', 'Dimiti A', 'Andersson N']",Andersson N,Community Participation in Primary Healthcare in the South Sudan Boma Health Initiative: A Document Analysis.,11,12,2869-2875,['English'],101619905,,2322-5939,"['Review', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish+epublish,"['35418007', 'PMC10105198', 'pmc-id: PMC10105198;', '10.34172/ijhpm.2022.6639']",10.34172/ijhpm.2022.6639,"['2021/07/21 00:00', '2022/03/27 00:00', '2023/08/16 06:43', '2022/04/15 06:00', '2022/04/14 04:44', '2022/04/12 00:00']",[],1,54,International journal of health policy and management,doi: 10.34172/ijhpm.2022.6639,2022 Dec 19;11(12):2869-2875,"BACKGROUND: Community participation is central to primary healthcare, yet there is little evidence of how this works in conflict settings. In 2016, South Sudan's Ministry of Health launched the Boma Health Initiative (BHI) to improve primary care services through community participation. METHODS: We conducted a document analysis to examine how well the BHI policy addressed community participation in its policy formulation. We reviewed other policy documents and published literature to provide background context and supplementary data. We used a deductive thematic analysis that followed Rifkin and colleagues' community participation framework to assess the BHI policy. RESULTS: The BHI planners included inputs from communities without details on how the needs assessment was conducted at the community level, what needs were considered, and from which community. The intended role of communities was to implement the policy under local leadership. There was no information on how the Initiative might strengthen or expand local women's leadership. Official documents did not contemplate local power relations or address gender imbalance. The policy approached households as consumers of health services. CONCLUSION: Although the BHI advocated community participation to generate awareness, increase acceptability, access to services and ownership, the policy document did not include community participation during policy cycle.",2022
93,35193971,2022 Mar 1,,Proc Natl Acad Sci U S A,"['Lawson MA', 'Martin AE', 'Huda I', 'Matz SC']",Matz SC,Hiring women into senior leadership positions is associated with a reduction in gender stereotypes in organizational language.,119,9,,['English'],7505876,0027-8424,1091-6490,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['35193971', 'PMC8892313', 'pmc-id: PMC8892313;', '10.1073/pnas.2026443119', '2026443119']",10.1073/pnas.2026443119,"['2021/12/22 00:00', '2022/02/23 05:31', '2022/02/24 06:00', '2022/03/17 06:00', '2022/02/22 00:00']",[],1,71,Proceedings of the National Academy of Sciences of the United States of America,doi: 10.1073/pnas.2026443119,2022 Mar 1;119(9),"Women continue to be underrepresented in leadership positions. This underrepresentation is at least partly driven by gender stereotypes that associate men, but not women, with achievement-oriented, agentic traits (e.g., assertive and decisive). These stereotypes are expressed and perpetuated in language, with women being described in less agentic terms than men. The present research suggests that appointing women to the top tiers of management can mitigate these deep-rooted stereotypes that are expressed in language. We use natural language processing techniques to analyze over 43,000 documents containing 1.23 billion words, finding that hiring female chief executive officers and board members is associated with changes in organizations' use of language, such that the semantic meaning of being a woman becomes more similar to the semantic meaning of agency. In other words, hiring women into leadership positions helps to associate women with characteristics that are critical for leadership success. Importantly, our findings suggest that changing organizational language through increasing female representation might provide a path for women to break out of the double bind: when female leaders are appointed into positions of power, women are more strongly associated with the positive aspects of agency (e.g., independent and confident) in language but not at the cost of a reduced association with communality (e.g., kind and caring). Taken together, our findings suggest that female representation is not merely an end, but also a means to systemically change insidious gender stereotypes and overcome the trade-off between women being perceived as either competent or likeable.",2022
94,35173058,2022 Feb 1,,Creat Nurs,"['Stilwell B', 'Newman C']",Newman C,Nurses Learning to be Powerful Leaders: What Will It Take?,28,1,23-28,['English'],9505022,1078-4535,1946-1895,['Journal Article'],PubMed - indexed for MEDLINE,ppublish,"['35173058', '10.1891/CN-2021-0062', '28/1/23']",10.1891/CN-2021-0062,"['2022/02/17 05:30', '2022/02/18 06:00', '2022/02/19 06:00']",[],1,0,Creative nursing,doi: 10.1891/CN-2021-0062,2022 Feb 1;28(1):23-28,"The attention of the world has been on nurses in the past two years. Because of the pandemic, they have been applauded and their work featured on national news in many countries. However, nurses were not generally seen at press briefings, nor interviewed as experts on any aspect of pandemic control or treatment. Also in 2020, the World Health Organization (WHO) published the first State of the World's Nursing Report which highlighted present and future global shortages of nurses and called for nurses to be more visible leaders, present at the highest levels where health policy is made. This call was echoed in the WHO Global Strategic Directions for Nursing and Midwifery published in 2021. This article presents the challenges to nurses being accepted as leaders in the health system, showing the legacy of nursing being a gendered occupation, suggesting a gender-focused analytical framework to address the continuing challenges to women nurses becoming powerful leaders and exploring the need to disrupt the status quo in health systems leadership and nursing to achieve radical and sustainable change.",2022
95,35097160,2022 Jan-Dec,2022 Jan 18,Glob Qual Nurs Res,"['Iheduru-Anderson K', 'Okoro FO', 'Moore SS']",Moore SS,Diversity and Inclusion or Tokens? A Qualitative Study of Black Women Academic Nurse Leaders in the United States.,9,,23333936211073116,['English'],101666563,,2333-3936,['Journal Article'],PubMed,,"['35097160', 'PMC8793380', 'pmc-id: PMC8793380;', '10.1177/23333936211073116', '10.1177_23333936211073116']",10.1177/23333936211073116,"['2021/10/25 00:00', '2021/12/22 00:00', '2021/12/22 00:00', '2022/01/31 06:01', '2022/02/01 06:00', '2022/02/01 06:01', '2022/01/18 00:00']",[],1,50,Global qualitative nursing research,doi: 10.1177/23333936211073116,2022 Jan-Dec;9:23333936211073116,"Severe under-representation of Black women academic nurse leaders persists in United States higher education, and a major research gap still exists regarding experiences of these leaders, and facilitators of and barriers to their success. Our objective was to examine how race and gender influence how Black women academic nurse leaders' function in their leadership positions, how they are perceived by their peers, and how their perception of race, gender, class, and power influences diversity, equity, and inclusion initiatives in the workplace. Critical race theory was used as a guiding theory, and the study design involved narrative inquiry followed by thematic analysis. Four overarching themes with four sub-themes were revealed: (a) Paying a personal price for authenticity, (b) Being the only one is hard even when you are in charge, (c) The illusion of diversity and inclusion while trying to survive, and (d) Focusing on building and sustaining diversity, equity, and inclusion. Implications for nursing education including instituting training for faculty in anti-racist pedagogy and requiring nursing programs to meet inclusivity metrics for approval and accreditation.",2022
96,35088425,2022 Sep,2022 Jan 27,Int Nurs Rev,"['Abbas S', 'Zakar R', 'Fischer F', 'Gilani A']",Gilani A,Challenges perceived by nursing professionals in physician-centred organizations: An exploratory qualitative study.,69,3,384-391,['English'],7808754,0020-8132,1466-7657,['Journal Article'],PubMed - indexed for MEDLINE,ppublish+epublish,"['35088425', '10.1111/inr.12741']",10.1111/inr.12741,"['2021/08/14 00:00', '2021/11/27 00:00', '2022/01/29 06:00', '2022/08/13 06:00', '2022/01/28 05:57']",[],1,0,International nursing review,doi: 10.1111/inr.12741,2022 Sep;69(3):384-391,"AIM: To explore and analyse contextual challenges in nursing that have affected nurses' perceptions and role performance. BACKGROUND: Health system hierarchy and patient/family-centred care has led to a high demand for skilled nurses. However, patriarchal organizations create challenges for nursing clinicians in Pakistan and elsewhere. METHODS: A qualitative exploratory research (phenomenology) design was used. Twenty-five participants identified through purposive sampling contributed to the study. The data analysis was conducted using NVivo 12 Plus. We generated six major themes. Reporting was accomplished according to the consolidated criteria for reporting qualitative research checklist. RESULTS: Gendered division of labour places nurses in a submissive position in clinical practice. Decreases in nurse-to-patient ratio and increase in patient-focused care adversely affect evidence-based practice. The gap between theory and practice in delivering quality care is increasing due to existing communication barriers among health-related professionals and an inadequate work environment. Comparatively inactive nursing leadership and directorate roles are not improving the social image of nursing, and are promoting role conflict and poor nursing self-concepts among nurses. In fact, cultural shock experienced by young nurses has produced inherent disorientation in their professionalism and fostered displays of horizontal violence towards them by senior nurses. CONCLUSION: These challenges are influencing nurses' decisions to remain in or to join nursing as a profession that is confronted by severe recruitment and retention shortages due to the social and cultural stigmatization of this female dominated profession. IMPLICATIONS FOR NURSING, HEALTH AND SOCIAL POLICY: This study promotes the concept of evidence-based practice to deliver quality health services in public hospitals and to improve the social status of nursing in Pakistan. It provides influential evidence to policymakers who should urgently address nurses' workplace health and safety issues as a global right.",2022
97,36873606,2022,2022 Nov 29,Front Health Serv,"['Shattuck D', 'Richard BO', 'Jaramillo ET', 'Byrd E', 'Willging CE']",Willging CE,Power and resistance in schools: Implementing institutional change to promote health equity for sexual and gender minority youth.,2,,,['English'],9918334887706676,,2813-0146,['Journal Article'],PubMed,ppublish+epublish,"['36873606', 'NIHMS1870340', 'PMC9979782', 'pmc-id: PMC9979782;manuscript-id: NIHMS1870340;', '10.3389/frhs.2022.920790', '920790']",10.3389/frhs.2022.920790,"['2023/03/06 03:43', '2022/01/01 00:00', '2022/01/01 00:01', '2023/03/02 00:00']",[],1,98,Frontiers in health services,pii: 920790. doi: 10.3389/frhs.2022.920790,2022;2,"INTRODUCTION: Schools in the United States are hierarchical institutions that actively (re)produce the power relations of the wider social world, including those associated with heteronormativity. Structural stigma, informed by heteronormativity and perpetuated through schools, contributes to the production of academic and health disparities among youth who are lesbian, gay, bisexual, transgender, queer, or of other gender and sexual identities (LGBTQ+). We draw upon 5 years of qualitative data from a cluster randomized controlled trial conducted in New Mexico that used implementation science frameworks to promote the uptake and sustainment of evidence-informed practices (EIPs) to examine how power operates to hinder or promote the ability of school staff to change school environments, disrupt structural stigma, and increase safety and support for LGBTQ+ youth. METHODS: Data sources included annual individual and small group qualitative interviews with school professionals (e.g., administrators, school nurses, teachers, and other staff), several of whom took part in Implementation Resource Teams (IRTs) charged with applying the EIPs. Other data sources included bi-weekly periodic reflections with implementation coaches and technical assistance experts. Data were recorded, transcribed, and analyzed using deductive and inductive coding techniques. RESULTS: The IRTs experienced variable success in implementing EIPs. Their efforts were influenced by: (1) constraining school characteristics, including staff turnover and resource scarcity; (2) community-based opposition to change and concerns about community backlash; (3) the presence or absence of supportive school leadership; and (4) variations in school, district, and state policies affecting LGBTQ+ students and attitudes about their importance. Findings illustrate how diverse power structures operated in and across outer and inner contexts to bound, shift, amplify, and otherwise shape how new practices were received and implemented. CONCLUSION: Findings indicate that the efforts of IRTs were often a form of resistant power that operated within and against school hierarchies to leverage epistemic, discursive, and material power toward implementation. To improve health equity, implementation scientists must attend to the multiple real and perceived power structures that shape implementation environments and influence organizational readiness and individual motivation. Implementers must also work to leverage resistant power to counter the institutional structures and social norms that perpetuate inequities, like heteronormativity and structural stigma.",2022
