,Unnamed: 0,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,source,subgroup
163,163,9848591,1998 Nov-Dec,,Arthroscopy,"['Popp JE', 'Sanko WA', 'Sinha AK', 'Kaeding CC']",Kaeding CC,A comparison of ketorolac tromethamine/oxycodone versus patient-controlled analgesia with morphine in anterior cruciate ligament reconstruction patients.,14,8,816-9,['English'],8506498,0749-8063,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['9848591', '10.1016/s0749-8063(98)70016-7', 'S0749806398700167']",10.1016/s0749-8063(98)70016-7,"['1998/12/16 00:00', '1998/12/16 00:01', '1998/12/16 00:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,1998 Nov-Dec;14(8):816-9,pubmed,bptb
164,164,9754479,1998 Sep,,Arthroscopy,"['Barber FA', 'Gladu DE']",Gladu DE,Comparison of oral ketorolac and hydrocodone for pain relief after anterior cruciate ligament reconstruction.,14,6,605-12,['English'],8506498,0749-8063,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['9754479', '10.1016/s0749-8063(98)70057-x', 'S0749-8063(98)70057-X']",10.1016/s0749-8063(98)70057-x,"['1998/10/01 00:00', '1998/10/01 00:01', '1998/10/01 00:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,1998 Sep;14(6):605-12,pubmed,bptb
165,165,9739219,1998 Jul,,Unfallchirurg,"['Gerich TG', 'Lattermann C', 'Bosch U', 'Lobenhoffer HP', 'Tscherne H']",Tscherne H,[Endoscopic versus limited open technique for replacement of the anterior cruciate ligament. 4 years outcome of a prospective study].,101,7,551-6,['German'],8502736,0177-5537,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['9739219', '10.1007/s001130050308']",10.1007/s001130050308,"['1998/09/18 00:00', '1998/09/18 00:01', '1998/09/18 00:00']",[],1,0,Der Unfallchirurg,,1998 Jul;101(7):551-6,pubmed,bptb
166,166,9689372,1998 Jul-Aug,,Am J Sports Med,"['Gatt CJ Jr', 'Parker RD', 'Tetzlaff JE', 'Szabo MZ', 'Dickerson AB']",Dickerson AB,Preemptive analgesia: its role and efficacy in anterior cruciate ligament reconstruction.,26,4,524-9,['English'],7609541,0363-5465,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['9689372', '10.1177/03635465980260040901']",10.1177/03635465980260040901,"['1998/08/05 02:03', '2001/03/28 10:01', '1998/08/05 02:03']",['Am J Sports Med. 1999 Jul-Aug;27(4):544-5. PMID: 10424229'],1,0,The American journal of sports medicine,,1998 Jul-Aug;26(4):524-9,pubmed,bptb
167,167,9608461,1998,,Knee Surg Sports Traumatol Arthrosc,"['Tohyama H', 'Yasuda K']",Yasuda K,Significance of graft tension in anterior cruciate ligament reconstruction. Basic background and clinical outcome.,6 Suppl 1,,S30-7,['English'],9314730,0942-2056,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['9608461', '10.1007/s001670050220']",10.1007/s001670050220,"['1998/06/03 00:00', '1998/06/03 00:01', '1998/06/03 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1998;6 Suppl 1:S30-7,pubmed,bptb
168,168,9604191,1998,,Knee Surg Sports Traumatol Arthrosc,"['Brandsson S', 'Faxén E', 'Eriksson BI', 'Kälebo P', 'Swärd L', 'Lundin O', 'Karlsson J']",Karlsson J,Closing patellar tendon defects after anterior cruciate ligament reconstruction: absence of any benefit.,6,2,82-7,['English'],9314730,0942-2056,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['9604191', '10.1007/s001670050077', '10.1007/s001670050077']",10.1007/s001670050077,"['1998/05/30 00:00', '1998/05/30 00:01', '1998/05/30 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1998;6(2):82-7,pubmed,bptb
169,169,9520889,1998 Feb,,Clin Orthop Relat Res,"['Fischer DA', 'Tewes DP', 'Boyd JL', 'Smith JP', 'Quick DC']",Quick DC,Home based rehabilitation for anterior cruciate ligament reconstruction.,,347,194-9,['English'],0075674,0009-921X,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['9520889'],,"['1998/04/01 00:00', '1998/04/01 00:01', '1998/04/01 00:00']",[],1,0,Clinical orthopaedics and related research,,1998 Feb;(347):194-9,pubmed,bptb
170,170,9421595,1997 Fall,,Am J Knee Surg,"['Reat JF', 'Lintner DM']",Lintner DM,"One-versus two-incision ACL reconstruction. A prospective, randomized study.",10,4,198-208,['English'],8804841,0899-7403,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['9421595'],,"['1998/01/09 00:00', '1998/01/09 00:01', '1998/01/09 00:00']",['Am J Knee Surg. 1997 Fall;10(4):197. PMID: 9421594'],1,0,The American journal of knee surgery,,1997 Fall;10(4):198-208,pubmed,bptb
171,171,9127079,1997 Apr,,Arthroscopy,"['Höher J', 'Kersten D', 'Bouillon B', 'Neugebauer E', 'Tiling T']",Tiling T,Local and intra-articular infiltration of bupivacaine before surgery: effect on postoperative pain after anterior cruciate ligament reconstruction.,13,2,210-7,['English'],8506498,0749-8063,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['9127079', '10.1016/s0749-8063(97)90156-0', 'S0749-8063(97)90156-0']",10.1016/s0749-8063(97)90156-0,"['1997/04/01 00:00', '1997/04/01 00:01', '1997/04/01 00:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,1997 Apr;13(2):210-7,pubmed,bptb
172,172,9430569,1997,,Knee Surg Sports Traumatol Arthrosc,"['Gerich TG', 'Lattermann C', 'Fremerey RW', 'Zeichen J', 'Lobenhoffer HP']",Lobenhoffer HP,One- versus two-incision technique for anterior cruciate ligament reconstruction with patellar tendon graft. Results on early rehabilitation and stability.,5,4,213-6,['English'],9314730,0942-2056,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['9430569', '10.1007/s001670050052']",10.1007/s001670050052,"['1997/01/01 00:00', '1998/01/16 00:01', '1997/01/01 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1997;5(4):213-6,pubmed,bptb
173,173,9228314,1997,,Knee Surg Sports Traumatol Arthrosc,"['Gerich TG', 'Cassim A', 'Lattermann C', 'Lobenhoffer HP']",Lobenhoffer HP,Pullout strength of tibial graft fixation in anterior cruciate ligament replacement with a patellar tendon graft: interference screw versus staple fixation in human knees.,5,2,84-8,['English'],9314730,0942-2056,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['9228314', '10.1007/s001670050032', '10.1007/s001670050032']",10.1007/s001670050032,"['1997/01/01 00:00', '1997/01/01 00:01', '1997/01/01 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1997;5(2):84-8,pubmed,bptb
174,174,9127846,1997,,Knee Surg Sports Traumatol Arthrosc,"['Feller J', 'Bartlett J', 'Chapman S', 'Delahunt M']",Delahunt M,Use of an extension-assisting brace following anterior cruciate ligament reconstruction.,5,1,6-9,['English'],9314730,0942-2056,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['9127846', '10.1007/s001670050016', '10.1007/s001670050016']",10.1007/s001670050016,"['1997/01/01 00:00', '1997/01/01 00:01', '1997/01/01 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1997;5(1):6-9,pubmed,bptb
175,175,8836079,1996 Sep,,J Bone Joint Surg Br,"['Grøntvedt T', 'Engebretsen L', 'Bredland T']",Bredland T,Arthroscopic reconstruction of the anterior cruciate ligament using bone-patellar tendon-bone grafts with and without augmentation. A prospective randomised study.,78,5,817-22,['English'],0375355,0301-620X,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['8836079'],,"['1996/09/01 00:00', '1996/09/01 00:01', '1996/09/01 00:00']",[],1,0,The Journal of bone and joint surgery. British volume,,1996 Sep;78(5):817-22,pubmed,bptb
176,176,8896099,1996 Aug,,Scand J Med Sci Sports,"['Thuresson P', 'Sandberg R', 'Johansson O', 'Balkfors B', 'Westlin N']",Westlin N,Anterior cruciate ligament reconstruction with the patellar tendon--augmentation or not? A 2-year follow-up of 82 patients.,6,4,247-54,['English'],9111504,0905-7188,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['8896099', '10.1111/j.1600-0838.1996.tb00099.x']",10.1111/j.1600-0838.1996.tb00099.x,"['1996/08/01 00:00', '1996/08/01 00:01', '1996/08/01 00:00']",[],1,0,Scandinavian journal of medicine & science in sports,,1996 Aug;6(4):247-54,pubmed,bptb
177,177,8775721,1995 Dec,,Scand J Med Sci Sports,"['Grøntvedt T', 'Engebretsen L']",Engebretsen L,"Comparison between two techniques for surgical repair of the acutely torn anterior cruciate ligament. A prospective, randomized follow-up study of 48 patients.",5,6,358-63,['English'],9111504,0905-7188,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['8775721', '10.1111/j.1600-0838.1995.tb00059.x']",10.1111/j.1600-0838.1995.tb00059.x,"['1995/12/01 00:00', '1995/12/01 00:01', '1995/12/01 00:00']",[],1,0,Scandinavian journal of medicine & science in sports,,1995 Dec;5(6):358-63,pubmed,bptb
178,178,8534294,1995 Oct,,Arthroscopy,"['Barber FA', 'Elrod BF', 'McGuire DA', 'Paulos LE']",Paulos LE,Preliminary results of an absorbable interference screw.,11,5,537-48,['English'],8506498,0749-8063,,"['Clinical Trial', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['8534294', '10.1016/0749-8063(95)90129-9', '0749-8063(95)90129-9']",10.1016/0749-8063(95)90129-9,"['1995/10/01 00:00', '1995/10/01 00:01', '1995/10/01 00:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,1995 Oct;11(5):537-48,pubmed,bptb
179,179,7740939,1995 Apr,,Acta Orthop Scand,"['Muren O', 'Dahlstedt L', 'Dalén N']",Dalén N,Reconstruction of old anterior cruciate ligament injuries. No difference between the Kennedy LAD-method and traditional patellar tendon graft in a prospective randomized study of 40 patients with 4-year follow-up.,66,2,118-22,['English'],0370352,0001-6470,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['7740939', '10.3109/17453679508995503']",10.3109/17453679508995503,"['1995/04/01 00:00', '1995/04/01 00:01', '1995/04/01 00:00']",[],1,0,Acta orthopaedica Scandinavica,,1995 Apr;66(2):118-22,pubmed,bptb
180,180,7761314,1995 Mar,,Orthopedics,"['Cameron SE', 'Wilson W', 'St Pierre P']",St Pierre P,"A prospective, randomized comparison of open vs arthroscopically assisted ACL reconstruction.",18,3,249-52,['English'],7806107,0147-7447,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['7761314', '10.3928/0147-7447-19950301-06']",10.3928/0147-7447-19950301-06,"['1995/03/01 00:00', '1995/03/01 00:01', '1995/03/01 00:00']",[],1,0,Orthopedics,,1995 Mar;18(3):249-52,pubmed,bptb
181,181,8821268,1995,,Knee Surg Sports Traumatol Arthrosc,"['Adriani E', 'Mariani PP', 'Maresca G', 'Santori N']",Santori N,Healing of the patellar tendon after harvesting of its mid-third for anterior cruciate ligament reconstruction and evolution of the unclosed donor site defect.,3,3,138-43,['English'],9314730,0942-2056,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['8821268', '10.1007/BF01565472']",10.1007/BF01565472,"['1995/01/01 00:00', '1995/01/01 00:01', '1995/01/01 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1995;3(3):138-43,pubmed,bptb
182,182,7773815,1995,,Knee Surg Sports Traumatol Arthrosc,"['Engström B', 'Sperber A', 'Wredmark T']",Wredmark T,Continuous passive motion in rehabilitation after anterior cruciate ligament reconstruction.,3,1,18-20,['English'],9314730,0942-2056,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['7773815', '10.1007/BF01553520']",10.1007/BF01553520,"['1995/01/01 00:00', '1995/01/01 00:01', '1995/01/01 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1995;3(1):18-20,pubmed,bptb
183,183,7773814,1995,,Knee Surg Sports Traumatol Arthrosc,"['Cerullo G', 'Puddu G', 'Gianní E', 'Damiani A', 'Pigozzi F']",Pigozzi F,Anterior cruciate ligament patellar tendon reconstruction: it is probably better to leave the tendon defect open!,3,1,14-7,['English'],9314730,0942-2056,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['7773814', '10.1007/BF01553519']",10.1007/BF01553519,"['1995/01/01 00:00', '1995/01/01 00:01', '1995/01/01 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1995;3(1):14-7,pubmed,bptb
184,184,8536044,1994,,Knee Surg Sports Traumatol Arthrosc,"['Kohn D', 'Sander-Beuermann A']",Sander-Beuermann A,Donor-site morbidity after harvest of a bone-tendon-bone patellar tendon autograft.,2,4,219-23,['English'],9314730,0942-2056,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['8536044', '10.1007/BF01845591']",10.1007/BF01845591,"['1994/01/01 00:00', '1994/01/01 00:01', '1994/01/01 00:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,1994;2(4):219-23,pubmed,bptb
185,185,8403647,1993 Oct,,Clin Orthop Relat Res,"['Engström B', 'Wredmark T', 'Westblad P']",Westblad P,Patellar tendon or Leeds-Keio graft in the surgical treatment of anterior cruciate ligament ruptures. Intermediate results.,,295,190-7,['English'],0075674,0009-921X,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['8403647'],,"['1993/10/01 00:00', '1993/10/01 00:01', '1993/10/01 00:00']",[],1,0,Clinical orthopaedics and related research,,1993 Oct;(295):190-7,pubmed,bptb
186,186,1558237,1992 Mar-Apr,,Am J Sports Med,"['Rosen MA', 'Jackson DW', 'Atwell EA']",Atwell EA,The efficacy of continuous passive motion in the rehabilitation of anterior cruciate ligament reconstructions.,20,2,122-7,['English'],7609541,0363-5465,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['1558237', '10.1177/036354659202000205']",10.1177/036354659202000205,"['1992/03/01 00:00', '1992/03/01 00:01', '1992/03/01 00:00']",[],1,0,The American journal of sports medicine,,1992 Mar-Apr;20(2):122-7,pubmed,bptb
187,187,2009118,1991,,Arthroscopy,"['Richmond JC', 'Gladstone J', 'MacGillivray J']",MacGillivray J,Continuous passive motion after arthroscopically assisted anterior cruciate ligament reconstruction: comparison of short- versus long-term use.,7,1,39-44,['English'],8506498,0749-8063,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish,"['2009118', '10.1016/0749-8063(91)90076-a', '0749-8063(91)90076-A']",10.1016/0749-8063(91)90076-a,"['1991/01/01 00:00', '1991/01/01 00:01', '1991/01/01 00:00']",['Arthroscopy 1991;7(2):256'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,1991;7(1):39-44,pubmed,bptb
188,188,2285086,1990 Nov-Dec,,Am J Sports Med,"['Engebretsen L', 'Benum P', 'Fasting O', 'Mølster A', 'Strand T']",Strand T,"A prospective, randomized study of three surgical techniques for treatment of acute ruptures of the anterior cruciate ligament.",18,6,585-90,['English'],7609541,0363-5465,,"['Clinical Trial', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['2285086', '10.1177/036354659001800605']",10.1177/036354659001800605,"['1990/11/01 00:00', '1990/11/01 00:01', '1990/11/01 00:00']",[],1,0,The American journal of sports medicine,,1990 Nov-Dec;18(6):585-90,pubmed,bptb
189,189,2323135,1990 May,,Clin Orthop Relat Res,['Kohn D'],Kohn D,"Arthroscopic evaluation of anterior cruciate ligament reconstruction using a free patellar tendon autograft. A prospective, randomized study.",,254,220-4,['English'],0075674,0009-921X,,"['Clinical Trial', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['2323135'],,"['1990/05/01 00:00', '1990/05/01 00:01', '1990/05/01 00:00']",[],1,0,Clinical orthopaedics and related research,,1990 May;(254):220-4,pubmed,bptb
0,0,40476596,2025 Jul,2025 Jun 6,Am J Sports Med,"['Mo IF', 'Harlem T', 'Faleide AGH', 'Strand T', 'Vindfeld S', 'Solheim E', 'Randsborg PH', 'Inderhaug E']",Inderhaug E,"Comparable Mid- to Long-term Outcomes of Semitendinosus and Semitendinosus/Gracilis Grafts in ACL Reconstruction: Median 8-Year (Range, 5-10 Years) Results From a Randomized Controlled Study.",53,9,2145-2153,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', 'Comparative Study']",PubMed - indexed for MEDLINE,ppublish+epublish,"['40476596', '10.1177/03635465251344106']",10.1177/03635465251344106,"['2025/07/16 06:25', '2025/06/06 12:34', '2025/06/06 07:52']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465251344106,2025 Jul;53(9):2145-2153,pubmed,ht
1,1,40351242,2026 Feb,2025 May 12,Knee Surg Sports Traumatol Arthrosc,"['Lawless AM', 'Ebert JR', 'Edwards PK', 'Malik SS', 'Davies PSE', ""D'Alessandro PA""]",D'Alessandro PA,A semitendinosus with adjustable button graft construct in patients undergoing hamstring ACL reconstruction results in improved knee flexor strength symmetry and less donor site pain and morbidity: Outcomes from the DOSTAR randomized controlled trial.,34,2,484-493,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['40351242', 'PMC12850584', 'pmc-id: PMC12850584;', '10.1002/ksa.12698']",10.1002/ksa.12698,"['2025/04/03 00:00', '2025/02/04 00:00', '2025/04/05 00:00', '2026/01/28 19:21', '2025/05/12 06:32', '2025/05/12 05:14', '2026/01/28 00:00']",[],1,25,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1002/ksa.12698,2026 Feb;34(2):484-493,pubmed,ht
2,2,40086524,2025 Oct,2025 Mar 12,Arthroscopy,"['Ma HH', 'Chen KH', 'Chiang ER', 'Ma HL']",Ma HL,Intraoperative Periarticular Injection May Improve Postoperative Pain Scores and Reduce Opioid Consumption in Arthroscopic Anterior Cruciate Ligament Reconstruction Surgery.,41,10,4095-4102,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['40086524', '10.1016/j.arthro.2025.03.014', 'S0749-8063(25)00170-7']",10.1016/j.arthro.2025.03.014,"['2024/10/14 00:00', '2025/02/28 00:00', '2025/03/02 00:00', '2025/10/25 00:30', '2025/03/15 00:38', '2025/03/14 20:14']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2025.03.014,2025 Oct;41(10):4095-4102,pubmed,ht
3,3,39810716,2025 Jul,2025 Jan 15,Knee Surg Sports Traumatol Arthrosc,"['Calvert ND', 'Ebert JR', 'Radic R']",Radic R,Kneeling tolerance when using quadriceps tendon autograft for anterior cruciate ligament reconstruction is superior to hamstring tendon autograft.,33,7,2390-2396,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['39810716', '10.1002/ksa.12583']",10.1002/ksa.12583,"['2025/01/02 00:00', '2024/11/04 00:00', '2025/01/02 00:00', '2025/07/01 07:06', '2025/01/15 06:21', '2025/01/15 04:23']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1002/ksa.12583,2025 Jul;33(7):2390-2396,pubmed,ht
4,4,39714511,2024 Dec 23,2024 Dec 23,Arch Orthop Trauma Surg,"['Butt U', 'Vuletic F', 'Shaikh MAA', 'Amanullah', 'Rehman GU', 'Shah IA', 'Stålman A', 'Khan ZA']",Khan ZA,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial.,145,1,85,['English'],9011043,0936-8051,1434-3916,"['Journal Article', 'Randomized Controlled Trial', 'Comparative Study']",PubMed - indexed for MEDLINE,epublish,"['39714511', 'PMC11666688', 'pmc-id: PMC11666688;', '10.1007/s00402-024-05639-1', '10.1007/s00402-024-05639-1']",10.1007/s00402-024-05639-1,"['2024/08/03 00:00', '2024/10/29 00:00', '2024/12/23 12:22', '2024/12/23 12:21', '2024/12/23 11:05', '2024/12/23 00:00']",[],1,34,Archives of orthopaedic and trauma surgery,doi: 10.1007/s00402-024-05639-1,2024 Dec 23;145(1):85,pubmed,ht
5,5,38845474,2024 Jul,2024 Jun 7,Am J Sports Med,"['Mo IF', 'Harlem T', 'Faleide AGH', 'Strand T', 'Vindfeld S', 'Solheim E', 'Inderhaug E']",Inderhaug E,ACL Reconstruction Using Quadrupled Semitendinosus Versus Double-Stranded Semitendinosus and Gracilis Autograft: 2-Year Results From a Prospective Randomized Controlled Study.,52,8,1927-1936,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38845474', '10.1177/03635465241254048']",10.1177/03635465241254048,"['2024/07/01 06:41', '2024/06/07 06:43', '2024/06/07 03:43']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465241254048,2024 Jul;52(8):1927-1936,pubmed,ht
6,6,38811116,2024 Jul,2023 Dec 13,Clin Sports Med,['Getgood AMJ'],Getgood AMJ,Avoiding Graft Failure: Lessons Learned from the Stability Trial.,43,3,367-381,['English'],8112473,0278-5919,1556-228X,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', 'Pragmatic Clinical Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38811116', '10.1016/j.csm.2023.08.005', 'S0278-5919(23)00109-6']",10.1016/j.csm.2023.08.005,"['2024/05/30 05:45', '2024/05/30 05:44', '2024/05/29 20:58']",[],1,0,Clinics in sports medicine,doi: 10.1016/j.csm.2023.08.005,2024 Jul;43(3):367-381,pubmed,ht
7,7,38794906,2024 Jun,2024 May 25,Am J Sports Med,"['Nakanishi Y', 'Hegarty P', 'Vivacqua T', 'Firth A', 'Milner JS', 'Pritchett S', 'Willits K', 'Litchfield R', 'Bryant D', 'Getgood AMJ']",Getgood AMJ,Quantitative MRI Analysis of Patellofemoral Joint Cartilage Health 2 Years After Anterior Cruciate Ligament Reconstruction and Lateral Extra-Articular Tenodesis.,52,7,1773-1783,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38794906', '10.1177/03635465241248642']",10.1177/03635465241248642,"['2024/06/01 20:44', '2024/05/25 10:51', '2024/05/25 03:53']",[],1,0,The American journal of sports medicine,doi: 10.1177/03635465241248642,2024 Jun;52(7):1773-1783,pubmed,ht
8,8,38677365,2024 Aug,2024 Apr 25,J ISAKOS,"['Low CA', 'Teo SH']",Teo SH,"Higher rates of anatomical insertion of medial hamstring tendon regeneration post-anterior cruciate ligament reconstruction with stump preservation graft harvesting technique: A prospective, randomised, double-blinded clinical trial with magnetic resonance imaging evaluation.",9,4,575-580,['English'],101680867,2059-7754,2059-7762,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38677365', '10.1016/j.jisako.2024.04.013', 'S2059-7754(24)00083-X']",10.1016/j.jisako.2024.04.013,"['2024/01/19 00:00', '2024/04/19 00:00', '2024/04/20 00:00', '2024/08/11 04:43', '2024/04/28 07:24', '2024/04/27 19:25']",[],1,0,Journal of ISAKOS : joint disorders & orthopaedic sports medicine,doi: 10.1016/j.jisako.2024.04.013,2024 Aug;9(4):575-580,pubmed,ht
9,9,38284303,2024 Mar,2024 Jan 29,Am J Sports Med,"['Ebert JR', 'Calvert ND', 'Radic R']",Radic R,A Prospective Randomized Controlled Trial Investigating Quadriceps Versus Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction.,52,3,660-669,['English'],7609541,0363-5465,1552-3365,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38284303', 'PMC10905979', 'pmc-id: PMC10905979;', '10.1177/03635465231222279']",10.1177/03635465231222279,"['2024/03/04 06:44', '2024/01/29 06:43', '2024/01/29 05:31', '2024/03/01 00:00']",[],1,59,The American journal of sports medicine,doi: 10.1177/03635465231222279,2024 Mar;52(3):660-669,pubmed,ht
10,10,38226736,2024 Feb,2024 Jan 7,Knee Surg Sports Traumatol Arthrosc,"['Martin RK', 'Marmura H', 'Wastvedt S', 'Pareek A', 'Persson A', 'Moatshe G', 'Bryant D', 'Wolfson J', 'Engebretsen L', 'Getgood A']",Getgood A,External validation of the Norwegian anterior cruciate ligament reconstruction revision prediction model using patients from the STABILITY 1 Trial.,32,2,206-213,['English'],9314730,0942-2056,1433-7347,"['Randomized Controlled Trial', 'Journal Article']",PubMed - indexed for MEDLINE,ppublish+epublish,"['38226736', '10.1002/ksa.12031']",10.1002/ksa.12031,"['2023/11/10 00:00', '2023/09/14 00:00', '2023/12/05 00:00', '2024/02/11 16:43', '2024/01/16 13:42', '2024/01/16 08:34']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1002/ksa.12031,2024 Feb;32(2):206-213,pubmed,ht
