,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract
31,26838934,2016 Apr,2016 Feb 2,Am J Sports Med,"['Sasaki S', 'Tsuda E', 'Hiraga Y', 'Yamamoto Y', 'Maeda S', 'Sasaki E', 'Ishibashi Y']",Ishibashi Y,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction.,44,4,855-64,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26838934', '10.1177/0363546515624471', '0363546515624471']",10.1177/0363546515624471,"['2016/02/04 06:00', '2016/02/04 06:00', '2016/11/04 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546515624471,2016 Apr;44(4):855-64,"BACKGROUND: There is controversy as to whether double-bundle anterior cruciate ligament (ACL) reconstruction with hamstring tendon graft (DB-HT) or single-bundle ACL reconstruction with patellar tendon graft (SB-PT) obtains the best clinical outcomes. PURPOSE: To compare the short-term clinical outcomes of DB-HT with those of rectangular-tunnel SB-PT (RTSB-PT) at 2-year follow-up and to identify the factors that affect subjective knee functional score. STUDY DESIGN: Randomized controlled trial. Level of evidence, 1. METHODS: Sixty-three male patients (mean age, 26.1 years) and 87 female patients (mean age, 25.8 years) were included in this study and were randomly distributed to either the DB-HT (n = 76) or RTSB-PT (n = 74) group. Clinical outcomes (knee flexion range of motion [ROM], heel-height difference, side-to-side difference in anterior laxity, rotational laxity, and Tegner activity score) were compared between the DB-HT and RTSB-PT groups, and examination of factors affecting subjective outcomes (Knee Injury and Osteoarthritis and Outcome Score [KOOS] results) was performed by multiple linear regression analysis. RESULTS: Fourteen patients (9 DB-HT, 5 RTSB-PT) had secondary ACL injury within 2 years after primary ACL reconstruction and were excluded from analysis. In the examination of 136 patients at the 24-month follow-up, there was no significant difference between the 2 groups in clinical or subjective outcomes. The normalized knee extensor strength of the RTSB-PT group showed negative surgical technique effect in the early postoperative phase (P = .005), but there was no significant difference between the 2 groups at the 24-month follow-up (P = .114). There was no significant difference in change of normalized knee flexor strength between the 2 groups (P = .493). Age, sex, body mass index (BMI), and presence of meniscus injury were the factors that affected KOOS subscale scores. CONCLUSION: In this prospective randomized controlled study, there was no significant difference in the incidence of secondary ACL injury and no difference in objective or subjective outcomes between the DB-HT and RTSB-PT reconstruction at 24-month follow-up. Age, sex, presence of meniscus injury, and BMI affected subjective KOOS subscale scores, while surgical technique did not."
32,26725050,2016 Apr,2016 Jan 2,Arch Orthop Trauma Surg,"['Konrads C', 'Reppenhagen S', 'Plumhoff P', 'Hoberg M', 'Rudert M', 'Barthel T']",Barthel T,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction.,136,4,521-5,['English'],9011043,0936-8051,1434-3916,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26725050', '10.1007/s00402-015-2386-4', '10.1007/s00402-015-2386-4']",10.1007/s00402-015-2386-4,"['2015/08/10 00:00', '2016/01/04 06:00', '2016/01/05 06:00', '2016/11/12 06:00']",[],1,0,Archives of orthopaedic and trauma surgery,doi: 10.1007/s00402-015-2386-4,2016 Apr;136(4):521-5,"INTRODUCTION: ACL reconstruction with either patellar tendon or semitendinosus tendon autografts are standard procedures. Between these two grafts might be differences in stability, morbidity, or long-term changes. This study investigates outcomes of ACL reconstruction with patellar tendon versus semitendinosus tendon autografts. We hypothesize no significant differences in clinical outcome and knee stability between both groups. METHODS: In a randomized prospective trial, we operated 62 ACL-deficient patients, 45 males and 17 females with a mean age of 29.8 years (min. 18, max. 44). We reconstructed the ligament using either autologous patellar tendon (n = 31) or semitendinosus tendon (n = 31). After 10 years of follow-up, we investigated 47 patients of the study. For evaluation we used a standard clinical examination including one-leg jump test and KT-1000 instrumental translation measure, visual analog pain scale, IKDC subjective knee form, Lysholm score, Tegner activity scale, and standard X-rays of the knee. RESULTS: The data did not show any significant differences between the two groups. Between 5 and 10 years after ACL reconstruction both groups started to develop degenerative arthritic changes, which were detectable in standard radiographs of the knee. At 10-year follow-up mean IKDC for the BPTB group was 1.8 (min. 1, max. 3) and for the ST group it was 2.2 (min 1, max. 4), p = 0.35. Regarding Tegner activity scale after 10 years, the BPTB group showed a mean score of 5.9 (min. 4, max. 9) versus 5.1 (min. 3, max. 7) in the ST group, p = 0.53. For the Lysholm score the BPTB group reached a mean of 92.0 (min. 63, max. 98) and the ST group 91.8 (min. 62, max. 98) points, p = 0.66. There is a tendency for higher donor site morbidity in the BPTB group than in the ST group, p = 0.07. CONCLUSIONS: Both, patellar tendon and semitendinosus tendon are safe autografts for ACL reconstruction. Regarding graft selection, individual patient-dependent factors should be considered. ACL reconstruction cannot fully restore pre-injury status of knee joint function in the majority of cases."
33,26578718,2016 Jan,2015 Nov 17,Am J Sports Med,"['Webster KE', 'Feller JA', 'Hartnett N', 'Leigh WB', 'Richmond AK']",Richmond AK,Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial.,44,1,83-90,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26578718', '10.1177/0363546515611886', '0363546515611886']",10.1177/0363546515611886,"['2015/11/19 06:00', '2015/11/19 06:00', '2016/07/28 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546515611886,2016 Jan;44(1):83-90,"BACKGROUND: Numerous studies have compared patellar tendon (PT) and hamstring tendon (HS) anterior cruciate ligament (ACL) reconstructions in the short to midterm, but fewer long-term results have been published. HYPOTHESIS: There will be no difference in functional outcome between ACL reconstruction performed with PT and HS grafts, but PT grafts will have more donor site morbidity. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Sixty-five patients undergoing ACL reconstruction were randomized to receive either a PT graft or a 4-strand HS graft. Early results were reported at 4, 8, 12, 24, and 36 months. Forty-seven patients (22 of 31 PT and 25 of 34 HS) were reviewed at a mean of 15.3 years. RESULTS: Four graft ruptures (1 PT, 3 HS) and 6 contralateral ACL injuries (4 PT, 2 HS) occurred in the group that was reviewed. There was no statistically significant difference between the groups for any of the variables measured. There was a similar incidence of anterior knee pain and kneeling pain in both groups. The previously observed increased extension deficit in the PT group at 3 years was not present at 15 years, and there was no significant between-group difference in knee laxity. A higher proportion of patients in the PT group were participating in sport on a weekly basis (73% PT, 48% HS; P = .05). There was no difference in the degree of osteoarthritis between the groups. CONCLUSION: This randomized controlled trial showed that HS and PT ACL reconstructions have comparable results at an average 15-year follow-up. Contrary to the study hypothesis, some of the graft differences seen at earlier review were not present at 15 years, and patients with PT grafts were more active in sport participation. Overall, both graft types provided good long-term subjective and objective outcomes."
34,25763849,2016 Sep,2015 Mar 13,Knee Surg Sports Traumatol Arthrosc,"['Dai C', 'Wang F', 'Wang X', 'Wang R', 'Wang S', 'Tang S']",Tang S,Arthroscopic single-bundle anterior cruciate ligament reconstruction with six-strand hamstring tendon allograft versus bone-patellar tendon-bone allograft.,24,9,2915-2922,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25763849', '10.1007/s00167-015-3569-9', '10.1007/s00167-015-3569-9']",10.1007/s00167-015-3569-9,"['2014/07/30 00:00', '2015/03/03 00:00', '2015/03/13 06:00', '2015/03/13 06:00', '2017/04/30 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-015-3569-9,2016 Sep;24(9):2915-2922,"PURPOSE: The aim of this study was to compare the clinical outcomes of arthroscopic single-bundle anterior cruciate ligament (ACL) reconstruction with six-strand hamstring tendon (HT) allograft versus bone-patellar tendon-bone (BPTB) allograft. METHODS: The prospective randomized controlled trial was included 129 patients. Sixty-nine patients received reconstruction with six-strand HT allografts (HT group), whereas 60 patients with BPTB allografts (BPTB group). Outcome assessment included re-rupture findings, International Knee Documentation Committee (IKDC) scores, Lysholm scores, KT-1000 arthrometer, Lachman test, pivot-shift test, range of motion (ROM) and single-leg hop test. RESULTS: At a mean follow-up of 52 months, 113 patients (HT group, 61 patients; BPTB group, 52 patients) completed a minimum 4-year follow-up. Four patients in HT group and six in BPTB group experienced ACL re-rupture (6.2 vs. 10.3 %) and received revision surgery. Significant between-group differences were observed in KT-1000 outcomes and pivot-shift test 1 (1.2 +/- 1.5 vs. 1.8 +/- 1.3, p = 0.025; positive rate 6.5 vs. 18.9 %, p = 0.036), 2 (1.1 +/- 1.4 vs. 1.6 +/- 1.2, p = 0.044; 8.1 vs. 20.7 %, p = 0.039), 4 (1.1 +/- 1.5 vs. 1.7 +/- 1.4, p = 0.031; 9.7 vs. 25 %, p = 0.012) years postoperatively. The outcomes between the two groups were comparable in terms of IKDC scores, Lysholm scores, Lachman test, ROM and single-leg hop test. CONCLUSIONS: Six-strand HT allograft achieved superior anteroposterior and rotational stability after single-bundle ACL reconstruction. It is a reasonable graft substitute for ACL reconstruction. LEVEL OF EVIDENCE: II."
35,25514139,2015 Jul,,Clin J Sport Med,"['Mohtadi N', 'Chan D', 'Barber R', 'Oddone Paolucci E']",Oddone Paolucci E,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up.",25,4,321-31,['English'],9103300,1050-642X,1536-3724,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['25514139', '10.1097/JSM.0000000000000165']",10.1097/JSM.0000000000000165,"['2014/12/17 06:00', '2014/12/17 06:00', '2016/03/22 06:00']",[],1,0,Clinical journal of sport medicine : official journal of the Canadian Academy of Sport Medicine,doi: 10.1097/JSM.0000000000000165,2015 Jul;25(4):321-31,"OBJECTIVE: To compare 3 anatomically positioned autografts for anterior cruciate ligament (ACL) reconstruction, by measuring patient-reported disease-specific quality of life at 2 years postoperatively. DESIGN: Double-blinded, randomized clinical trial with intraoperative computer-generated treatment allocation. Patients and an independent trained evaluator were blinded. SETTING: University-based orthopedic referral practice. PATIENTS: Three hundred thirty patients (14-50 years; 183 male patients) with isolated ACL deficiency were equally randomized to: (1) patellar tendon, PT: 28.7 years (SD = 9.7); (2) quadruple-stranded hamstring tendon, HT: 28.5 years (SD = 9.9); and (3) double bundle using HT, DB: 28.3 years (SD = 9.8); 322 patients completed 2-year follow-up. INTERVENTION: Anterior cruciate ligament reconstruction using PT, HT, or DB autografts. MAIN OUTCOME MEASURES: Measured at baseline, 1 and 2 years postoperatively-primary: anterior cruciate ligament quality-of-life scores; secondary: International Knee Documentation Committee (IKDC) scores, KT-1000 arthrometer, pivot shift, range of motion, Tegner activity, Cincinnati Occupational Scale, and single-leg hop. Proportions of correct graft type guesses by the patients and evaluator assessed blinding effectiveness. RESULTS: Baseline characteristics were not different. Anterior cruciate ligament quality-of-life scores increased over time for all groups (P = 0.001) but were not different at 2 years (P = 0.591): PT = 84.6 (SD = 16.6, 95% confidence interval [CI] = 81.4-87.8), HT = 82.5 (SD = 17.7, 95% CI = 79.2-85.9), and DB = 82.4 (SD = 17.5, 95% CI = 79.1-85.7). Two-year KT-1000 side-to-side differences (PT = 1.86 mm; HT = 2.97 mm; DB = 2.65 mm) were statistically significant between PT-HT (P = 0.002) and PT-DB (P = 0.044). The remaining secondary outcomes were not statistically different. Correct graft type guesses occurred 51% of the time for patients and 46% for the evaluator. CONCLUSIONS: Two-year disease-specific quality-of-life outcome was not different between the ACL reconstruction techniques. The PT reconstructions had significantly lower side-to-side differences on static stability measures. Patient and evaluator blinding was achieved. LEVEL OF EVIDENCE: Level 1 (Therapeutic Studies). CLINICAL RELEVANCE: This high-quality, large, double-blind randomized clinical trial (RCT) addresses the insufficient evidence in the literature comparing PT, single-bundle hamstring, and DB hamstring reconstructions for ACL rupture in adults. In addition to the clinical and functional results, this RCT uniquely reports on the disease-specific, patient-reported quality-of-life outcome at 2 years postoperatively."
36,25384473,2014 Oct,,Injury,"['Valentí Azcárate A', 'Lamo-Espinosa J', 'Aquerreta Beola JD', 'Hernandez Gonzalez M', 'Mora Gasque G', 'Valentí Nin JR']",Valentí Nin JR,Comparison between two different platelet-rich plasma preparations and control applied during anterior cruciate ligament reconstruction. Is there any evidence to support their use?,45 Suppl 4,,S36-41,['English'],0226040,0020-1383,1879-0267,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['25384473', '10.1016/S0020-1383(14)70008-7', 'S0020-1383(14)70008-7']",10.1016/S0020-1383(14)70008-7,"['2014/11/12 06:00', '2014/11/12 06:00', '2015/06/30 06:00']",[],1,0,Injury,doi: 10.1016/S0020-1383(14)70008-7,2014 Oct;45 Suppl 4:S36-41,"INTRODUCTION: To compare the clinical, analytical and graft maturation effects of two different platelet-rich plasma (PRP) preparations applied during anterior cruciate ligament (ACL) reconstruction. MATERIALS AND METHODS: A total of 150 patients with ACL disruption were included in the study. Arthroscopic ACL reconstruction with patellar tendon allograft was conducted on all knees using the same protocol. One hundred patients were prospectively randomised to either a group to receive double-spinning platelet-enriched gel (PRP) with leukocytes (n=50) or to a non-gel group (n=50). Finally, we included 50 patients treated with a platelet-rich preparation from a single-spinning procedure (PRGF Endoret((R)) Technology) without leukocytes. Inflammatory parameters, including C-reactive protein (CRP) and knee perimeters (PER), were measured 24 hours and 10 days after surgery. Postoperative pain score (visual analogue score [VAS]) was recorded the day after surgery. Follow-up visits occurred postoperatively at 3, 6, and 12 months. The International Knee Documentation Committee scale (IKDC) was included to compare functional state, and MRI was conducted 6 months after surgery. RESULTS: The PRGF group showed a statistically significant improvement in swelling and inflammatory parameters compared with the other two groups at 24 hours after surgery (p<0.05). The results did not show any significant differences between groups for MRI and clinical scores. CONCLUSIONS: PRGF used in ACL allograft reconstruction was associated with reduced swelling; however, the intensity and uniformity of the graft on MRI were similar in the three groups, and there was no clinical or pain improvement compared with the control group. LEVEL OF EVIDENCE: II."
37,25265770,2014 Jul,,J Med Assoc Thai,"['Iamaroon A', 'Tangwiwat S', 'Sirivanasandha B', 'Halilamien P', 'Lertpenmetha Y', 'Sirimaneewattana S', 'Surachetpong S', 'Puangchan S']",Puangchan S,Femoral nerve block using 0.25% or 0.5% bupivacaine for analgesia after arthroscopic anterior cruciate ligament reconstruction.,97,7,717-23,['English'],7507216,0125-2208,,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['25265770'],,"['2014/10/01 06:00', '2014/10/01 06:00', '2015/05/13 06:00']",[],1,0,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,,2014 Jul;97(7):717-23,"BACKGROUND: Femoral nerve block (FNB) with varying concentrations of bupivacaine is often used for postoperative analgesia after anterior cruciate ligament (ACL) reconstruction. OBJECTIVE: To determine whether FNB using 0.25% or 0.5% bupivacaine provided better analgesia with less effect on quadriceps strengths after ACL reconstruction. MATERIAL AND METHOD: One hundred patients were randomized to receive FNB with 20 mL of 0.25% or 0.5% bupivacaine. Data regarding demographic, effectiveness of FNB, time to first pain, time to first analgesic, pain scores, morphine use, and recovery of sensory and motor function were recorded. RESULTS: Median time to first morphine requirement was 12 hours in 0.5% bupivacaine group and 10 hours in 0.25% bupivacaine group (p = 0.048). Pain score at 18 hours was lower in 0.5% bupivacaine group compared with 0.25% bupivacaine group (p = 0.001). When specify to the patellar tendon graft subgroup, the patients requiring morphine were 70% in 0.5% bupivacaine group and 90% in 0.25% bupivacaine group (p = 0.03). No differences were found in demographic data, effectiveness of FNB, time to first pain, morphine consumption, and recovery of sensorimotor function. CONCLUSION: FNB with 0.5% bupivacaine provided longer time to first analgesic and lower narcotic requirements after patellar tendon graft ACL reconstruction when compared to 0.25% bupivacaine. Both concentrations showed similar effect on quadriceps strengths."
38,25192689,2015 Mar,2014 Sep 6,Int Orthop,"['Papalia R', 'Franceschi F', 'Tecame A', ""D'Adamio S"", 'Maffulli N', 'Denaro V']",Denaro V,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success.,39,3,527-34,['English'],7705431,0341-2695,1432-5195,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25192689', '10.1007/s00264-014-2513-9']",10.1007/s00264-014-2513-9,"['2014/08/03 00:00', '2014/08/14 00:00', '2014/09/07 06:00', '2014/09/07 06:00', '2016/02/16 06:00']",[],1,0,International orthopaedics,doi: 10.1007/s00264-014-2513-9,2015 Mar;39(3):527-34,"PURPOSE: The risk for re-tear following anterior cruciate ligament (ACL) reconstruction is influenced by several hormonal, neuromuscular, biomechanical and anatomic factors. One of the most important negative prognostic factors that markedly increase the risk for ACL re-tear is the presence of high knee-abduction moment (KAM), which can be measured immediately by landing on both feet after a vertical jump. We evaluated the effect in postoperative values for KAM according to the type of graft used for ACL reconstruction (hamstring vs patellar tendon) and a specific rehabilitation protocol focusing on recovery of muscular strength, proprioception and joint stabilisation. METHODS: From November 2010 to September 2012, we enrolled 40 female recreational athletes with clinical and imaging evidence of ACL tear and randomised them in two groups. One group of patients underwent reconstruction with a hamstring-tendon graft and the second with a patellar-tendon graft. A custom rehabilitation programme focusing on proprioception was adopted. Clinical outcomes [International Knee Documentation Committee (IKDC) and Lysholm scores] and performance in functional test for stability (single-leg hop, timed hop, crossover triple hop, KAM test) were assessed preoperatively at three and six months postoperatively. RESULTS: All patients showed statistically significant clinical improvements postoperatively when compared with preoperative values (P < 0.0001). No significant intergroup difference was observed in all clinical scores and functional tests, with the exception of the value registered for the KAM test (P < 0.0001). CONCLUSIONS: ACL reconstruction using patellar-tendon graft followed by rehabilitation centred on strength, proprioception and stability restoration can produce satisfactory values for KAM within the physiological range. The surgical strategies should be adapted to the patient on the basis of a multidisciplinary approach."
39,25128968,2015 Jan,2014 Aug 17,Int Orthop,"['Kautzner J', 'Kos P', 'Hanus M', 'Trc T', 'Havlas V']",Havlas V,A comparison of ACL reconstruction using patellar tendon versus hamstring autograft in female patients: a prospective randomised study.,39,1,125-30,['English'],7705431,0341-2695,1432-5195,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['25128968', '10.1007/s00264-014-2495-7']",10.1007/s00264-014-2495-7,"['2014/05/21 00:00', '2014/07/17 00:00', '2014/08/18 06:00', '2014/08/19 06:00', '2016/01/29 06:00']",[],1,0,International orthopaedics,doi: 10.1007/s00264-014-2495-7,2015 Jan;39(1):125-30,"PURPOSE: The incidence of an anterior cruciate ligament (ACL) tear is highest in female patients; however, it is not apparent whether graft choice affects clinical results. The aim of this prospective randomised study was to evaluate clinical results of an ACL reconstruction using patellar tendon [bone-patellar tendon-bone (BTB)] or hamstring graft (HS) in female patients. METHODS: Inclusion criteria were traumatic instability, no signs of osteoarthritis, no previous instability and no contralateral knee instability. Inclusion criteria were met in 150 patients, mean age 26 (17-47) years. Patients were randomised into two groups of 75 patients according to graft type; all had the same rehabilitation protocol. Tegner Lysholm knee score and stability were evaluated pre-operatively and one and two years postoperatively. The difference between groups was statistically evaluated using unpaired t test. RESULTS: Of the 150 patients, all completed one year follow-up; three were lost to follow-up at two years. There was no significant difference in functional scores and knee stability between groups. The HS group had significantly less anterior knee pain in the first six months postoperatively. CONCLUSION: ACL reconstruction significantly improves clinical results and stability of the knee. Difference in Lysholm score and stability between groups was not significant. Neither group showed higher tendency to graft failure within two years. Graft choice for reconstruction in female patients should be surgeon specific and individualised, as both grafts studied achieved comparable results."
40,24825597,2014 Jul,2014 May 14,Wien Klin Wochenschr,"['Leitgeb J', 'Köttstorfer J', 'Schuster R', 'Kovar FM', 'Platzer P', 'Aldrian S']",Aldrian S,Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft.,126,13-14,397-402,['English'],21620870R,0043-5325,1613-7671,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24825597', '10.1007/s00508-014-0550-4']",10.1007/s00508-014-0550-4,"['2014/01/16 00:00', '2014/04/13 00:00', '2014/05/15 06:00', '2014/05/16 06:00', '2015/12/15 06:00']",['Wien Klin Wochenschr. 2014 Jul;126(13-14):455'],1,0,Wiener klinische Wochenschrift,doi: 10.1007/s00508-014-0550-4,2014 Jul;126(13-14):397-402,"INTRODUCTION: ACL reconstruction with quadruple hamstring graft (HT) as well as bone-patellar tendon-bone autograft (PT) is a frequent procedure in athletes after ACL rupture. Both techniques are reported to provide for satisfying results but only few articles compare both techniques. MATERIAL AND METHODS: Prospective evaluation was performed on 96 patients with isolated ACL rupture undergoing reconstruction with a HT or PT autograft by a single surgeon at our institution. Long time follow-up after five years included the IKDC and KOOS evaluation form as well as clinical assessment (ROM, Lachmann testing, KT-2000). RESULTS: Comparing both methods revealed no significant differences regarding IKDC and KOOS. The KT-2000 arthrometer testing showed a slightly increased mean laxity in the HT group. There were no differences regarding harvest side symptoms comparing HT and PT as well as one and two incision technique. Kneeling pain was significantly less common after HT autograft. HT as well as PT autograft achieve equally good clinical results in athletes at five year follow-up with no significant difference regarding knee stability. Although no difference concerning the harvest site was identified, HT seems to be favorable for patients who work in a kneeling position."
41,24644301,2014 May,2014 Mar 18,Am J Sports Med,"['Barenius B', 'Ponzer S', 'Shalabi A', 'Bujak R', 'Norlén L', 'Eriksson K']",Eriksson K,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial.,42,5,1049-57,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24644301', '10.1177/0363546514526139', '0363546514526139']",10.1177/0363546514526139,"['2014/03/20 06:00', '2014/03/20 06:00', '2014/11/05 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546514526139,2014 May;42(5):1049-57,"BACKGROUND: The reported prevalence of radiological osteoarthritis (OA) after anterior cruciate ligament (ACL) reconstruction varies from 10% to 90%. Purpose/ HYPOTHESIS: To report the prevalence of OA after ACL reconstruction and to compare the OA prevalence between quadrupled semitendinosus tendon (ST) and bone-patellar tendon-bone (BPTB) grafts. The hypothesis was that there would be no difference in OA prevalence between the graft types. The secondary aim was to study whether patient characteristics and additional injuries were associated with long-term outcomes. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Radiological examination results, Tegner activity levels, and Knee injury and Osteoarthritis Outcome Score (KOOS) values were determined in 135 (82%) of 164 patients at a mean of 14 years after ACL reconstruction randomized to an ST or a BPTB graft. Osteoarthritis was defined according to a consensus by at least 2 of 3 radiologists of Kellgren-Lawrence grade >/=2. Using regression analysis, graft type, sex, age, overweight, time between injury and reconstruction, additional meniscus injury, and a number of other variables were assessed as risk factors for OA 14 years after ACL reconstruction. RESULTS: Osteoarthritis of the medial compartment was most frequent, with 57% of OA cases in the ACL-reconstructed knee and 18% of OA cases in the contralateral knee (P < .001). There was no difference between the graft types: 49% of OA of the medial compartment for BPTB grafts and 65% for ST grafts (P = .073). The KOOS results were lower for patients with OA in all subscales, indicating that OA was symptomatic. No difference in the KOOS between the graft types was found. Meniscus resection was a strong risk factor for OA of the medial compartment (odds ratio, 3.6; 95% CI, 1.4-9.3) in the multivariable logistic regression analysis. CONCLUSION: A 3-fold increased prevalence of OA was found after an ACL injury treated with reconstruction compared with the contralateral healthy knee. No differences in the prevalence of OA between the BPTB and quadrupled ST reconstructions were found. An initial meniscus resection was a strong risk factor for OA; the time between injury and reconstruction was not."
42,24630956,2014 May,2014 Mar 14,Arthroscopy,"['Lund B', 'Nielsen T', 'Faunø P', 'Christiansen SE', 'Lind M']",Lind M,Is quadriceps tendon a better graft choice than patellar tendon? a prospective randomized study.,30,5,593-8,['English'],8506498,0749-8063,1526-3231,"['Clinical Trial, Phase II', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24630956', '10.1016/j.arthro.2014.01.012', 'S0749-8063(14)00076-0']",10.1016/j.arthro.2014.01.012,"['2013/04/24 00:00', '2014/01/18 00:00', '2014/01/23 00:00', '2014/03/18 06:00', '2014/03/19 06:00', '2014/06/06 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2014.01.012,2014 May;30(5):593-8,"PURPOSE: The purpose of this randomized controlled study was to compare knee stability, kneeling pain, harvest site pain, sensitivity loss, and subjective clinical outcome after primary anterior cruciate ligament (ACL) reconstruction with either bone-patellar tendon-bone (BPTB) or quadriceps tendon-bone (QTB) autografts in a noninferiority study design. METHODS: From 2005 to 2009, a total of 51 patients were included in the present study. Inclusion criteria were isolated ACL injuries in adults. Twenty-five patients were randomized to BPTB grafts and 26 to QTB grafts. An independent examiner performed follow-up evaluations 1 and 2 years postoperatively. Anteroposterior knee laxity was measured with a KT-1000 arthrometer (MEDmetric, San Diego, CA). Anterior knee pain was assessed clinically and by knee-walking ability. Knee Injury and Osteoarthritis Outcome Score (KOOS) and subjective International Knee Documentation Committee (IKDC) score were used for patient-evaluated outcome. RESULTS: Anterior knee laxity was equal between the 2 groups with KT-1000 values of 1.1 +/- 1.4 mm and 0.8 +/- 1.7 mm standard deviation (SD) at follow-up in QTB and BPTB groups, respectively (P = .65), whereas positive pivot shift test results were seen less frequently (14% compared with 38%, respectively; P = .03). Anterior kneeling pain, evaluated by the knee walking ability test, was significantly less in the QTB group, with only 7% of patients grading knee walking as difficult or impossible compared with 34% in the BPTB group. At 1 and 2 years' follow-up, there was no difference between the 2 groups in subjective patient-evaluated outcome. The IKDC score was 75 +/- 13 patients and 76 +/- 16 SD at 1-year follow-up in QTB and BPTB groups, respectively (P = .78). At 2 years, 12 patients were lost to follow-up, resulting in 18 in the BPTB group and 21 in the QTB group. CONCLUSIONS: The use of the QTB graft results in less kneeling pain, graft site pain, and sensitivity loss than seen with BPTB grafts; however, similar anterior knee stability and subjective outcomes are seen. The results of this study show that QTB is a viable option for ACL reconstruction. LEVEL OF EVIDENCE: Level II, randomized controlled clinical trial."
