Unnamed: 0,id,source,subgroup,doi,authors,journal,title,abstract,year,first_author,short_title,key
466,467,pubmed,qt,,"['Iamaroon A', 'Tamrongchote S', 'Sirivanasandha B', 'Halilamien P', 'Lertwanich P', 'Surachetpong S', 'Rungwattanakit P']",J Med Assoc Thai,Femoral Nerve Block versus Intra-Articular Infiltration: A Preliminary Study of Analgesic Effects and Quadriceps Strength in Patients Undergoing Arthroscopic Anterior Cruciate Ligament Reconstruction.,"BACKGROUND: Adequate analgesia and early rehabilitation is necessary for arthroscopic anterior cruciate ligament reconstruction (A CLR) surgery. OBJECTIVE: To compare analgesia and quadriceps strength after femoral nerve block (FNB) with intra-articular infiltration (IA) using 0.25% bupivacaine for ACLR with patella tendon graft. MATERIAL AND METHOD: Forty patients were randomized to receive FNB under ultrasound guidance with 20 mL of bupivacaine or IA with 15 mL of bupivacaine into the knee joint and 5 mL infiltrated along the incision sites including portal sites at the end of surgery. All patients received intravenous ketorolac at wound closure. Data regarding demographic, time to first pain, time to first morphine requirement, morphine usage, pain scores and quadriceps strength were recorded. RESULTS: Significant difference in quadriceps strength was shown. Ninety percent of patients in Group IA and fifty-five percent of patients in Group FNB had good ability to extend knee at 24 hours after surgery (p = 0.013). No differences were found in demographic data, time to first pain, time to first morphine requirement, post operative pain scores and morphine consumption, CONCLUSION: The preliminary results demonstrated that IA has an effect on quadriceps strength less than FNB while provide comparable postoperative analgesia after patellar tendon graft ACLR.",2016,Iamaroon,femoralnerveblockversusintraar,Iamaroon+femoralnerveblockversusintraar+2016
480,481,pubmed,qt,,"['Iamaroon A', 'Tangwiwat S', 'Sirivanasandha B', 'Halilamien P', 'Lertpenmetha Y', 'Sirimaneewattana S', 'Surachetpong S', 'Puangchan S']",J Med Assoc Thai,Femoral nerve block using 0.25% or 0.5% bupivacaine for analgesia after arthroscopic anterior cruciate ligament reconstruction.,"BACKGROUND: Femoral nerve block (FNB) with varying concentrations of bupivacaine is often used for postoperative analgesia after anterior cruciate ligament (ACL) reconstruction. OBJECTIVE: To determine whether FNB using 0.25% or 0.5% bupivacaine provided better analgesia with less effect on quadriceps strengths after ACL reconstruction. MATERIAL AND METHOD: One hundred patients were randomized to receive FNB with 20 mL of 0.25% or 0.5% bupivacaine. Data regarding demographic, effectiveness of FNB, time to first pain, time to first analgesic, pain scores, morphine use, and recovery of sensory and motor function were recorded. RESULTS: Median time to first morphine requirement was 12 hours in 0.5% bupivacaine group and 10 hours in 0.25% bupivacaine group (p = 0.048). Pain score at 18 hours was lower in 0.5% bupivacaine group compared with 0.25% bupivacaine group (p = 0.001). When specify to the patellar tendon graft subgroup, the patients requiring morphine were 70% in 0.5% bupivacaine group and 90% in 0.25% bupivacaine group (p = 0.03). No differences were found in demographic data, effectiveness of FNB, time to first pain, morphine consumption, and recovery of sensorimotor function. CONCLUSION: FNB with 0.5% bupivacaine provided longer time to first analgesic and lower narcotic requirements after patellar tendon graft ACL reconstruction when compared to 0.25% bupivacaine. Both concentrations showed similar effect on quadriceps strengths.",2014,Iamaroon,femoralnerveblockusing025%or05,Iamaroon+femoralnerveblockusing025%or05+2014
502,503,pubmed,qt,,"['Rosenthal MD', 'Moore JH', 'Stoneman PD', 'DeBerardino TM']",Electromyogr Clin Neurophysiol,Neuromuscular excitability changes in the vastus medialis following anterior cruciate ligament reconstruction.,"PURPOSE: Quadriceps weakness following anterior cruciate ligament reconstruction (ACLR) is prevalent despite intensive rehabilitation. Diminished neuromuscular excitability is one potential factor that may limit muscular recovery following injury or surgery. The H-reflex provides a measure of alpha motorneuron (neuromuscular) excitability in the sensory-motor pathway of the respective muscle and nerve. To date the vastus medialis (VM) and soleus (SOL) H-reflexes have been examined primarily in control subjects with induced knee joint effusion. This prospective, randomized clinical trial evaluated the affect of ACLR, utilizing hamsting (HS) or bone-patellar tendon-bone (BTB) autograft, on VM and SOL H-reflex latency and amplitude in twenty subjects. METHODS: Preoperatively bilateral VM and SOL H-reflex tests were conducted. VM and SOL H-reflexes were subsequently conducted on the involved lower extremity at 1 and 3 months post surgery. At each test session subjects completed visual analog scales and knee girth was measured. RESULTS: The VM H-reflex amplitude increased in the HS group at 3 months compared to 1-month post surgery (p<.05). Significant changes over time were also noted in the visual analog pain and functional scales and the mid-patella girth. CONCLUSIONS: The increased VM H-reflex amplitude at 3 months following HS autograft ACLR demonstrates an increase in VM neuromuscular excitability. Increased VM neuromuscular excitability was not evident in patients following BTB reconstruction. The increased neuromuscular excitability, observed only in the HS group, warrants consideration when selecting graft type for patients with extensive preoperative quadriceps dysfunction.",2009,Rosenthal,neuromuscularexcitabilitychang,Rosenthal+neuromuscularexcitabilitychang+2009
515,516,pubmed,qt,,"['Pigozzi F', 'Di Salvo V', 'Parisi A', 'Giombini A', 'Fagnani F', 'Magini W', 'Franceschi F', 'Denaro E']",J Sports Med Phys Fitness,Isokinetic evaluation of anterior cruciate ligament reconstruction: quadriceps tendon versus patellar tendon.,"AIM: The goal of this prospective randomized study was to compare the isokinetic recovery of thigh strength after anterior cruciate ligament (ACL) reconstruction by using patellar or quadriceps tendon as graft at the 6th month follow-up. METHODS: The authors evaluated 48 patients who underwent arthroscopic ACL reconstruction using patellar tendon (PT group) or quadriceps tendon (QT group) as autograft after a 6 months follow-up undergoing the following tests: the Ergojump Bosco System springboard and Universal's FITNET computerized isokinetic system. RESULTS: The counter movement jump (CMJ) test showed a 24% (p<0.01) strength deficit in patients operated with patellar tendon and 11% in the quadriceps tendon group. Also in the leg press test the greater differences in strength (p<0.05) were verified in the patellar tendon group, above all the peak torque (PT) test carried out at 3 repetitions (15%). CONCLUSIONS: The strength deficit found in the subjects operated with quadriceps tendon were statistically lower in comparison to that verified in the patellar tendon group. A good recovery in thigh strength after 6 months in patients operated with quadriceps tendon could encourage the use of this kind of graft in order to achieve an easier rehabilitation and a faster release of the patient to daily and sports activity.",2004,Pigozzi,isokineticevaluationofanterior,Pigozzi+isokineticevaluationofanterior+2004
520,521,pubmed,qt,,"['Acquitter Y', 'Hulet C', 'Locker B', 'Delbarre JC', 'Jambou S', 'Vielpeau C']",Rev Chir Orthop Reparatrice Appar Mot,[Patellar tendon-bone autograft reconstruction of the anterior cruciate ligament for advanced-stage chronic anterior laxity: is an extra-articular plasty necessary? A prospective randomized study of 100 patients with five year follow-up].,"PURPOSE OF THE STUDY: This prospective randomized study was conducted to analyze the anatomic and functional impact of an extra-articular lateral plasty associated with patellar tendon-bone autograft in anterior cruciate ligament reconstruction. MATERIAL AND METHODS: A consecutive series of 100 patients with grade II (Noyes classification) chronic anterior laxity confirmed on stress x-rays were included in the study. All patients had a positive Trillat-Lachman test, a direct anterior drawer at 90 degrees flexion confirmed on the lateral x-ray, and an instrumental differential laxity greater than 5 mm (manual arthrometry, Medmetric KT1000). Mean patient age was 27 years (range 16-29 years) and time from the accident to ligamentoplasty was 29 months (range 3-156 months). In the operating theater, the patients were assigned at random to two groups. Group 1 (50 patients) underwent arthroscopic free patellar tendon-bone autograft reconstruction of the anterior cruciate ligament. In the second group (50 patients) the same reconstruction was further supported by a lateral extra-articular plasty using the quadriceps tendon. All patients were followed prospectively. At 58 months follow-up (none of the patients were lost to follow-up) residual laxity (Medmetric KT1000) was noted and functional outcome was assessed using the IKDC criteria. The Aglietti method was used to assess the position of the drill holes. RESULTS: The two groups were strictly identical at inclusion. At last follow-up, the statistical analysis did not reveal any significant difference between the groups for subjective outcome, joint motion, instrumental residual laxity, meniscal stock, or radiological changes. The overall IKDC score was A or B in 80% of the patients in group 1 and 88% of the patients in group 2. Delay to resumed sports activities (about 12 months) was also equivalent in the two groups with a trend towards lower intensity and sports producing less stress on the knee. A minimally positive pivot test with no effect on stability was observed in 4 patients in group 1 (intra-articular plasty alone) and in 2 patients in group 2 (intra- and extra-articular plasty). 16% of the insufficient results (IKDC C and D) were related to repeated tears (n=8, 6 patients in group 1 and 2 patients in group 2, p=0.268), and failure (n=8, 4 in each group) due to defective motion and pain. Repeated tears were strongly correlated with incorrect drill hole position in the tibia (p=0.01) or femur (p=0.024). Despite the stabilization, radiological remodeling was observed in 31% of the patients in both groups. DISCUSSION: The results in this consecutive series of patients demonstrated the good results obtained with intra-articular ligamentoplasy using the mid third of the patellar tendon. The rate of repeated tears or minimally positive pivot tests was higher in group 1 with intra-articular plasty alone but did not reach statistical significance and was generally related to a technical error in positioning the autograft, making it difficult to draw any conclusion concerning the anatomic superiority of mixed plasty. CONCLUSION: At the current follow-up of 5 years, this study was unable to demonstrate any advantage of systematic conjunction of an extra-articular lateral support for advanced chronic anterior laxity of the knee treated by a free patellar tendon graft.",2003,Acquitter,patellartendonboneautograftrec,Acquitter+patellartendonboneautograftrec+2003
541,542,pubmed,qt,,"['Reat JF', 'Lintner DM']",Am J Knee Surg,"One-versus two-incision ACL reconstruction. A prospective, randomized study.",This study compares the early functional outcomes of anterior cruciate ligament (ACL) reconstruction using a one-incision endoscopic technique versus a two-incision arthroscopically assisted technique. Thirty patients with chronic ACL-deficient knees were randomly assigned to either group 1 (one-incision technique; 15 patients) or group 2 (two-incision technique; 15 patients). Middle third ipsilateral patellar tendon was used in all reconstructions. All patients followed the same home-based accelerated rehabilitation protocol. The International Knee Documentation Committee scoring system was used to assess pre- and postoperative knee function. The mean length of follow-up was 17 months for group 1 and 15 months for group 2. Three patients were lost to follow-up in group 2. Patients in group 1 achieved a mean one-leg hop value of 89% of the uninjured side while group 2 patients averaged 92%. The mean side-to-side difference in anterior tibial translation was 2 mm in both groups at manual maximum translation. The mean isokinetic quadriceps strength at 300 degrees/second of the operated side 1 year after surgery was 83% of normal for group 1 versus 73% for group 2. Both groups achieved maximum range of motion within 3 months. There was no statistically significant difference between the outcomes of the one- and two-incision techniques for ACL reconstruction. All patients in both groups had improved stability and function of their operative knees compared with their preoperative condition.,1997,Reat,oneversustwoincisionaclreconst,Reat+oneversustwoincisionaclreconst+1997
565,566,pubmed,at,,"['Sun K', 'Tang JW', 'Xu Q', 'Liu XY', 'Zhou LG', 'Hao YQ', 'Wang L', 'Sun YJ']",Zhonghua Wai Ke Za Zhi,[A prospective study of the anterior cruciate ligament reconstruction: allograft versus autograft].,"OBJECTIVE: To compare the clinical outcomes and differences of arthroscopic anterior cruciate ligament (ACL) reconstruction by using allografts and autografts. METHODS: Fifty-three patients with grade III ACL injuries were divided randomly into 2 groups. Twenty-five cases of group A with autografts of patellar bone-tendon-bone (B-PT-B;n = 15) and 4 strands of semitendinosus/gracilis (n = 10); 28 patients of group B with allografts of B-PT-B (n = 18), 4 strands of semitendinosus/2 strands of gracilis tendons (n = 6) and double tibialis posterior (n = 4) as well as Achilles bone-tendon (n = 2). All procedures were performed endoscopically by some surgeons. All patients were followed up for 12 to 31 months, average 19 months. RESULTS: There were statistically significant differences revealed in physical examination. IKDC and Lysholm-Tegner Score as well as KT-2000 testing was used preoperation and postoperation for both group, but there were no significant differences between the two groups except that group B had less time in operation and longer time in postoperative fever comparing with group A. (2-sample t test, P < 0.05). The KT-2000 side to side difference less than 3 mm were 88% and 86% and more than 5 mm were 4% and 7.1% respectively. The infection rates were 0% and 3.5% for the two groups. CONCLUSION: The clinical outcomes of the allografts and autografts in ACL reconstruction is almost the same. Allografts are a reasonably alternative choice for ACL reconstruction in patients over middle ages and for multiple ligament surgery as well as revision procedures.",2004,Sun,aprospectivestudyoftheanterior,Sun+aprospectivestudyoftheanterior+2004
572,573,pubmed,ta,,"['Sun K', 'Tang JW', 'Xu Q', 'Liu XY', 'Zhou LG', 'Hao YQ', 'Wang L', 'Sun YJ']",Zhonghua Wai Ke Za Zhi,[A prospective study of the anterior cruciate ligament reconstruction: allograft versus autograft].,"OBJECTIVE: To compare the clinical outcomes and differences of arthroscopic anterior cruciate ligament (ACL) reconstruction by using allografts and autografts. METHODS: Fifty-three patients with grade III ACL injuries were divided randomly into 2 groups. Twenty-five cases of group A with autografts of patellar bone-tendon-bone (B-PT-B;n = 15) and 4 strands of semitendinosus/gracilis (n = 10); 28 patients of group B with allografts of B-PT-B (n = 18), 4 strands of semitendinosus/2 strands of gracilis tendons (n = 6) and double tibialis posterior (n = 4) as well as Achilles bone-tendon (n = 2). All procedures were performed endoscopically by some surgeons. All patients were followed up for 12 to 31 months, average 19 months. RESULTS: There were statistically significant differences revealed in physical examination. IKDC and Lysholm-Tegner Score as well as KT-2000 testing was used preoperation and postoperation for both group, but there were no significant differences between the two groups except that group B had less time in operation and longer time in postoperative fever comparing with group A. (2-sample t test, P < 0.05). The KT-2000 side to side difference less than 3 mm were 88% and 86% and more than 5 mm were 4% and 7.1% respectively. The infection rates were 0% and 3.5% for the two groups. CONCLUSION: The clinical outcomes of the allografts and autografts in ACL reconstruction is almost the same. Allografts are a reasonably alternative choice for ACL reconstruction in patients over middle ages and for multiple ligament surgery as well as revision procedures.",2004,Sun,aprospectivestudyoftheanterior,Sun+aprospectivestudyoftheanterior+2004
52,53,embase,bptb,,"Barenius B., Ponzer S., Shalabi A., Bujak R., Norlén L., Eriksson K.",The American journal of sports medicine (2014) 42:5 (1049-1057). Date of Publication: May 2014,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial.,"The reported prevalence of radiological osteoarthritis (OA) after anterior cruciate ligament (ACL) reconstruction varies from 10% to 90%. Purpose/ To report the prevalence of OA after ACL reconstruction and to compare the OA prevalence between quadrupled semitendinosus tendon (ST) and bone-patellar tendon-bone (BPTB) grafts. The hypothesis was that there would be no difference in OA prevalence between the graft types. The secondary aim was to study whether patient characteristics and additional injuries were associated with long-term outcomes. Randomized controlled trial; Level of evidence, 1. Radiological examination results, Tegner activity levels, and Knee injury and Osteoarthritis Outcome Score (KOOS) values were determined in 135 (82%) of 164 patients at a mean of 14 years after ACL reconstruction randomized to an ST or a BPTB graft. Osteoarthritis was defined according to a consensus by at least 2 of 3 radiologists of Kellgren-Lawrence grade ≥2. Using regression analysis, graft type, sex, age, overweight, time between injury and reconstruction, additional meniscus injury, and a number of other variables were assessed as risk factors for OA 14 years after ACL reconstruction. Osteoarthritis of the medial compartment was most frequent, with 57% of OA cases in the ACL-reconstructed knee and 18% of OA cases in the contralateral knee (P < .001). There was no difference between the graft types: 49% of OA of the medial compartment for BPTB grafts and 65% for ST grafts (P = .073). The KOOS results were lower for patients with OA in all subscales, indicating that OA was symptomatic. No difference in the KOOS between the graft types was found. Meniscus resection was a strong risk factor for OA of the medial compartment (odds ratio, 3.6; 95% CI, 1.4-9.3) in the multivariable logistic regression analysis. A 3-fold increased prevalence of OA was found after an ACL injury treated with reconstruction compared with the contralateral healthy knee. No differences in the prevalence of OA between the BPTB and quadrupled ST reconstructions were found. An initial meniscus resection was a strong risk factor for OA; the time between injury and reconstruction was not.",2014,Barenius,increasedriskofosteoarthritisa,Barenius+increasedriskofosteoarthritisa+2014
53,54,embase,bptb,,"McRae S., Leiter J., McCormack R., Old J., MacDonald P.",The American journal of sports medicine (2013) 41:11 (2492-2499). Date of Publication: Nov 2013,Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial.,"Benefits of graft harvest from the side contralateral to the anterior cruciate ligament (ACL)-deficient leg have been identified when using bone-patellar tendon-bone autografts in ACL reconstruction (ACLR). As hamstring tendon autografts are becoming more commonly used, a study examining the effect of contralateral graft harvest of semitendinosus gracilis (STG) tendons on patient quality of life was conducted. To evaluate if ACLR using a hamstring tendon autograft results in better patient quality of life if the graft is harvested from the leg contralateral to the ACL rupture compared with the ipsilateral leg. Randomized controlled trial; Level of evidence, 1. A total of 100 participants between 16 and 50 years of age with a complete ACL tear were randomly assigned to undergo ACLR using either the ipsilateral or contralateral leg as the STG graft donor. Primary outcome measures were the ACL Quality of Life questionnaire (ACL-QOL), concentric knee flexion and extension strength at 60 and 240 deg/s, International Knee Documentation Committee (IKDC) knee assessment form, early postoperative pain and diary of analgesic use, and rate of reruptures. Outcome measures were evaluated before surgery and at 3, 6, 12, and 24 months after surgery. The ACL-QOL score improved over time for both groups (P < .001), and there were no significant differences between groups at any time point (P = .528). Significant differences in knee flexion and extension strength were found at 3 months after surgery. There were no differences between groups in IKDC knee assessment scores or rerupture rates. There does not appear to be any measurable benefit or drawback in quality of life to the use of an STG graft from the unaffected limb. In light of this finding, further research to examine other possible effects on agility and balance as well as time and ability to return to sport should be conducted. Longer term follow-up beyond 2 years would allow for a more thorough evaluation of the risk of reruptures or contralateral reruptures using this novel approach.",2013,McRae,ipsilateralversuscontralateral,McRae+ipsilateralversuscontralateral+2013
55,56,embase,bptb,,"Holm I., Oiestad B.E., Risberg M.A., Gunderson R., Aune A.K.",The American journal of sports medicine (2012) 40:11 (2492-2498). Date of Publication: Nov 2012,No differences in prevalence of osteoarthritis or function after open versus endoscopic technique for anterior cruciate ligament reconstruction: 12-year follow-up report of a randomized controlled trial.,"Although arthroscopic techniques are the most common procedures today when reconstructing the anterior cruciate ligament (ACL), many surgeons still prefer the open and/or 2-incision techniques. There are no differences in knee function or prevalence of knee osteoarthritis (OA) in patients who have undergone the open versus endoscopic technique for ACL reconstruction using the patellar tendon autograft. Randomized controlled trial; Level of evidence, 2. Sixty-seven patients with subacute or chronic rupture of the ACL were randomly assigned to open (OPEN) (n = 33) or endoscopic (ENDO) (n = 34) reconstruction. Function was evaluated by the Cincinnati knee score, single-legged hop tests, and isokinetic muscle strength tests. The radiographs were classified according to the Kellgren and Lawrence (KL) classification system, defining grade 2 or more as the cutoff point for knee OA. The Insall-Salvati ratio and the Blackburne-Peel ratio were used to calculate the patellar position and height. Mean age at inclusion and at the 12-year follow-up evaluation was 27.9 ± 8.6 and 39.8 ± 8.6 years, respectively. At 12-year follow-up, 53 patients (79%) were eligible for evaluation. There were no significant differences between the 2 surgical procedures with respect to the pain, function, muscle strength, hop tests, patellar height, or the prevalence of OA. The prevalence of OA was high in the tibiofemoral joint on the operated side, 79% and 80% in the OPEN and ENDO groups, respectively. For the uninvolved knee, the corresponding numbers were 36% and 21%. This study suggests that the open procedure does not produce more functional problems or osteoarthritis compared with the endoscopic technique up to 12 years postoperatively.",2012,Holm,nodifferencesinprevalenceofost,Holm+nodifferencesinprevalenceofost+2012
56,57,embase,bptb,,"de Almeida A.M., Demange M.K., Sobrado M.F., Rodrigues M.B., Pedrinelli A., Hernandez A.J.",The American journal of sports medicine (2012) 40:6 (1282-1288). Date of Publication: Jun 2012,Patellar tendon healing with platelet-rich plasma: a prospective randomized controlled trial.,"The patellar tendon has limited ability to heal after harvesting its central third. Platelet-rich plasma (PRP) could improve patellar tendon healing. Adding PRP to the patellar tendon harvest site would improve donor site healing and improve clinical outcome at 6 months after anterior cruciate ligament (ACL) reconstruction with a patellar tendon graft. Randomized controlled trial; Level of evidence, 1. Twenty-seven patients were randomly divided to receive (n = 12) or not receive (n = 15) PRP in the patellar tendon harvest site during ACL reconstruction. The primary outcome was magnetic resonance imaging (MRI) assessment of patellar tendon healing (gap area) after 6 months. Secondary outcomes were questionnaires and isokinetic testing of ACL reconstruction with a patellar tendon graft comparing both groups. Patellar tendon gap area was significantly smaller in the PRP group (4.9 ± 5.3 mm(2); 95% confidence interval [CI], 1.1-8.8) than in the control group (9.4 ± 4.4 mm(2); 95% CI, 6.6-12.2; P = .046). Visual analog scale score for pain was lower in the PRP group immediately postoperatively (3.8 ± 1.0; 95% CI, 3.18-4.49) than in the control group (5.1 ± 1.4; 95% CI, 4.24-5.90; P = .02). There were no differences after 6 months in questionnaire and isokinetic testing results comparing both groups. We showed that PRP had a positive effect on patellar tendon harvest site healing on MRI after 6 months and also reduced pain in the immediate postoperative period. Questionnaire and isokinetic testing results were not different between the groups at 6 months.",2012,de,patellartendonhealingwithplate,de+patellartendonhealingwithplate+2012
58,59,embase,bptb,,"Cappellino F., Paolucci T., Zangrando F., Iosa M., Adriani E., Mancini P., Bellelli A., Saraceni V.M.",European Journal of Physical and Rehabilitation Medicine (2012) 48:1 (17-30). Date of Publication: March 2012,Neurocognitive rehabilitative approach effectiveness after anterior cruciate ligament reconstruction with patellar tendon. A randomized controlled trial,"Background. A proper knee rehabilitation after a surgical reconstruction of the anterior cruciate ligament (ACL) should start immediately after the injury and it should be focused on recovery of symmetry, proprioception, swelling reduction, gait training, hyperextension exercises, and even mental preparation. Aim. Aim of this study was to test a neurocognitive rehabilitative approach based on proprioceptive exercises and proper motor strategy choices, compared with conventional rehabilitation, assessing baropodometric, gait and clinical changes. Design. Randomized controlled trial. Setting. Ambulatory University Centre. Population. Fourteen subjects (27.9±5.2 years) underwent to a surgical reconstruction of ACL were divided into the two groups. Methods. The subjects were randomly assigned into a group who received a specific neurocognitive and perceptive rehabilitation treatment (TG), and into a control group who received the common physical therapy (CG). The following outcome measures were assessed pre-intervention, one, three and six months later: static and dynamic baropodometry, Visual Analog Scale for pain, Short Form SF-36, Range of Motion, trophism of thigh region, edema, Manual Muscle Test, magneto-resonance imaging assessment. Results. Lower impairment was observed in TG in respect of CG in terms of load asymmetry during static baropodometry (from 7% to 3% vs. from 10% to 7%, interaction time per treatment: P0.037), less wide steps during gait (effect size1.05 vs. 0.38 for CG), swelling (treatment effect: P0.012). A significantly higher improvement (from 35% to 100%) in terms of SF-36 was recorded only in TG for physical activity (P0.027). CG showed a quite higher walking speed (treatment effect: P0.049). Conclusion. Even if further studies are needed on larger samples, the obtained results showed that a neurocognitive rehabilitative approach could be an effective treatment after ACL-reconstruction: in TG we observed a more rapid load symmetrization, the reduction of step width and a more rapid resolution of edema. Clinical Rehabilitation Impact. Posture, gait, clinical features and quality of life could benefit from a neurocognitive rehabilitation after ACL surgical reconstruction.",2012,Cappellino,neurocognitiverehabilitativeap,Cappellino+neurocognitiverehabilitativeap+2012
59,60,embase,bptb,,"Beynnon B.D., Johnson R.J., Naud S., Fleming B.C., Abate J.A., Brattbakk B., Nichols C.E.",The American journal of sports medicine (2011) 39:12 (2536-2548). Date of Publication: Dec 2011,"Accelerated versus nonaccelerated rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomized, double-blind investigation evaluating knee joint laxity using roentgen stereophotogrammetric analysis.","The relationship between the biomechanical dose of rehabilitation exercises administered after anterior cruciate ligament (ACL) reconstruction and the healing response of the graft and knee is not well understood. After ACL reconstruction, rehabilitation administered with either accelerated or nonaccelerated programs produces the same change in the knees' 6 degrees of freedom, or envelope, laxity values. Randomized controlled trial; Level of evidence, 1. Patients who underwent ACL reconstruction with a bone-patellar tendon-bone autograft were randomized to rehabilitation with either accelerated (19 week) or nonaccelerated (32 week) programs. At the time of surgery, and then 3, 6, 12, and 24 months later, the 6 degrees of freedom knee laxity values were measured using roentgen stereophotogrammetric analysis and clinical, functional, and patient-oriented outcome measures. Eighty-five percent of those enrolled were followed through 2 years. Laxity of the reconstructed knee was restored to within the limits of the contralateral, normal side at the time of surgery (baseline) in all participants. Patients in both programs underwent a similar increase in the envelope of knee laxity over the 2-year follow-up interval (anterior-posterior translation 3.2 vs 4.5 mm, and coupled internal-external rotations 2.6° vs 1.9° for participants in the accelerated and nonaccelerated programs, respectively). Those who underwent accelerated rehabilitation experienced a significant improvement in thigh muscle strength at the 3-month follow-up (P < .05) compared with those who participated in nonaccelerated rehabilitation, but no differences between the programs were seen after this time interval. At the 2-year follow-up, the groups were similar in terms of clinical assessment, patient satisfaction, function, proprioception, and isokinetic thigh muscle strength. Rehabilitation with the accelerated and nonaccelerated programs administered in this study produced the same increase in the envelope of knee laxity. A majority of the increase in the envelope of knee laxity occurred during healing when exercises were advanced and activity level increased. Patients in both programs had the same clinical assessment, functional performance, proprioception, and thigh muscle strength, which returned to normal levels after healing was complete. For participants in both treatment programs, the Knee Injury and Osteoarthritis Outcome Score (KOOS) assessment of quality of life did not return to preinjury levels.",2011,Beynnon,acceleratedversusnonaccelerate,Beynnon+acceleratedversusnonaccelerate+2011
60,61,embase,bptb,,"Sajovic M., Strahovnik A., Dernovsek M.Z., Skaza K.",The American journal of sports medicine (2011) 39:10 (2161-2169). Date of Publication: Oct 2011,Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial.,"There are still controversies about graft selection for primary anterior cruciate ligament reconstruction. Prospective, randomized long-term studies are needed to determine the differences between the graft materials. Eleven years after anterior cruciate ligament reconstruction there is no difference in functional outcome and quality of life between patients with patellar tendon or hamstring tendon autografts; however, the patients with patellar tendon autograft would have a higher prevalence of osteoarthritis. Randomized controlled trial; Level of evidence, 2. From June 1999 to March 2000, 64 patients were included in this prospective study. A single surgeon performed primary arthroscopically assisted anterior cruciate ligament reconstruction in an alternating sequence. In 32 patients, anterior cruciate ligament reconstruction was performed with hamstring tendon autograft (semitendinosus and gracilis [STG] group) while in the other 32 patients the reconstruction was performed with patellar tendon autograft (PT group). At the 11-year follow-up, no statistically significant differences were seen with respect to the Lysholm score and Short Form-36, KT-1000 arthrometer laxity testing, anterior knee pain, single-legged hop test, or International Knee Documentation Committee (IKDC) classification results. Positive pivot-shift test (1+) was significantly more frequent in the PT group (P = .036). Twenty-two patients (81%) in the STG group and 18 patients (72%) in the PT group were still at their preinjury level of activity. Graft rupture occurred in 2 patients from the STG group (6%) and in 4 patients from the PT (12%). Grade B and C abnormal radiographic findings were seen in 84% (21 of 25) of patients in the PT group and in 63% (17 of 27) of patients in the STG group (P = .008). Both hamstring and patellar tendon autografts provided good subjective outcomes and objective stability at 11 years. Positive pivot-shift test (1+) was significantly more frequent in the PT group. No significant differences in the rate of graft failure were identified. Patients with patellar tendon graft had a greater prevalence of osteoarthritis at 11 years after surgery.",2011,Sajovic,qualityoflifeandclinicaloutcom,Sajovic+qualityoflifeandclinicaloutcom+2011
